Date_Value,Category,Count,Year,Issues,Sample_Line,Sample_Individual,Sample_Name
16 FEB 1619,medieval_late,1,1619,Post-1000 AD (should be trimmed): 1619,461608,I42663,Francisco Jacinto Nicolás Antonio Buenaventura /Funes de Villalpando y Clemente Enríquez/
23 JAN 1662,medieval_late,1,1662,Post-1000 AD (should be trimmed): 1662,461610,I42663,Francisco Jacinto Nicolás Antonio Buenaventura /Funes de Villalpando y Clemente Enríquez/
20 APR 1623,medieval_late,1,1623,Post-1000 AD (should be trimmed): 1623,461626,I42664,Joseph Antonio Francisco Ignacio /Funes de Villalpando y Clemente Enríquez/
1687,medieval_late,1,1687,Post-1000 AD (should be trimmed): 1687,461628,I42664,Joseph Antonio Francisco Ignacio /Funes de Villalpando y Clemente Enríquez/
BEF 1449,medieval_late,1,1449,Post-1000 AD (should be trimmed): 1449,461847,I42679,María /de Sosa Treviño/
AFT 1523,medieval_late,1,1523,Post-1000 AD (should be trimmed): 1523,461849,I42679,María /de Sosa Treviño/
15 APR 1698,medieval_late,1,1698,Post-1000 AD (should be trimmed): 1698,463241,I42749,Jacob /Saportas/
4 JUN 1578,medieval_late,1,1578,Post-1000 AD (should be trimmed): 1578,463368,I42756,Antonio /de la Mota de Portugal/
28 JUL 1610,medieval_late,1,1610,Post-1000 AD (should be trimmed): 1610,463497,I42762,Juana /de Treviño y Quintanilla/
27 JAN 1694,medieval_late,1,1694,Post-1000 AD (should be trimmed): 1694,463546,I42763,Juana Trevino /Falcon/
15 DEC 1654,medieval_late,1,1654,Post-1000 AD (should be trimmed): 1654,463565,I42764,Josefina /Treviño/
1681,medieval_late,1,1681,Post-1000 AD (should be trimmed): 1681,463584,I42765,Juan /Treviño/
8 FEB 1639,medieval_late,1,1639,Post-1000 AD (should be trimmed): 1639,463609,I42766,Pedro /de la Garza Falcón/
APR 1590,medieval_late,1,1590,Post-1000 AD (should be trimmed): 1590,463692,I42767,Blas María /De la Garza Falcón/
NOV 1646,medieval_late,1,1646,Post-1000 AD (should be trimmed): 1646,463803,I42769,Joseph de /de Trevino/
DEC 1654,medieval_late,1,1654,Post-1000 AD (should be trimmed): 1654,463829,I42770,Marcos Alonso /Treviño de la Garza/
12 NOV 1646,medieval_late,1,1646,Post-1000 AD (should be trimmed): 1646,463855,I42771,José /de Treviño/
13 NOV 1646,medieval_late,1,1646,Post-1000 AD (should be trimmed): 1646,463857,I42771,José /de Treviño/
5 JUL 1668,medieval_late,1,1668,Post-1000 AD (should be trimmed): 1668,463952,I42773,Gregorio /Fernández de Tijerina/
12 FEB 1688,medieval_late,1,1688,Post-1000 AD (should be trimmed): 1688,463954,I42773,Gregorio /Fernández de Tijerina/
1721,medieval_late,1,1721,Post-1000 AD (should be trimmed): 1721,464013,I42775,Capitàn Gabriel /De La Garza Falcon-trevino/
21 OCT 1719,medieval_late,1,1719,Post-1000 AD (should be trimmed): 1719,464083,I42779,Francisco /de La Garza Falcón/
1665,medieval_late,1,1665,Post-1000 AD (should be trimmed): 1665,464102,I42780,Diego /Alcon/
BEF 4 OCT 1588,medieval_late,1,1588,Post-1000 AD (should be trimmed): 1588,464176,I42785,Alonso /Pacheco/
4 OCT 1588,medieval_late,1,1588,Post-1000 AD (should be trimmed): 1588,464178,I42785,Alonso /Pacheco/
28 DEC 1639,medieval_late,1,1639,Post-1000 AD (should be trimmed): 1639,464197,I42786,Luis /Pacheco/
8 JUL 1641,medieval_late,1,1641,Post-1000 AD (should be trimmed): 1641,464361,I42794,Juan /Alcocer Rodríguez/
6 JAN 1554,medieval_late,1,1554,Post-1000 AD (should be trimmed): 1554,464465,I42799,Margaret of Maysterspark /Burgester/
1663,medieval_late,1,1663,Post-1000 AD (should be trimmed): 1663,464625,I42805,"הגאון הקדוש רבי אברהם יהושע העשיל , ר""מ ואב""ד לובלין ובק""ק קראקא( //"
21 OCT 1663,medieval_late,1,1663,Post-1000 AD (should be trimmed): 1663,464627,I42805,"הגאון הקדוש רבי אברהם יהושע העשיל , ר""מ ואב""ד לובלין ובק""ק קראקא( //"
BEF 1612,medieval_late,1,1612,Post-1000 AD (should be trimmed): 1612,465133,I42831,Fernando de Pineda //
NOV 1565,medieval_late,1,1565,Post-1000 AD (should be trimmed): 1565,465284,I42839,Catalina /de Salazar y Palacios/
14 APR 1527,medieval_late,1,1527,Post-1000 AD (should be trimmed): 1527,465356,I42842,Abraham Ortelius //
28 JUN 1598,medieval_late,1,1598,Post-1000 AD (should be trimmed): 1598,465358,I42842,Abraham Ortelius //
26 FEB 1585,medieval_late,1,1585,Post-1000 AD (should be trimmed): 1585,465418,I42845,María /de Cano Martínez/
11 FEB 1610,medieval_late,1,1610,Post-1000 AD (should be trimmed): 1610,465438,I42846,Ana /López Gómez/
20 NOV 1563,medieval_late,1,1563,Post-1000 AD (should be trimmed): 1563,465458,I42847,Martín /Piñero Campoy/
24 NOV 1599,medieval_late,1,1599,Post-1000 AD (should be trimmed): 1599,465525,I42850,Cristobal /Montesinos Navarrete y Vera de Aragón/
APR 1559,medieval_late,1,1559,Post-1000 AD (should be trimmed): 1559,465628,I42856,Alonso /de Vera Aragón y Hoces/
10 MAY 1647,medieval_late,1,1647,Post-1000 AD (should be trimmed): 1647,465785,I42863,Catalina /Nava/
7 FEB 1705,medieval_late,1,1705,Post-1000 AD (should be trimmed): 1705,466035,I42879,Agustín /Segarra de las Roelas Contreras/
8 MAY 1588,medieval_late,1,1588,Post-1000 AD (should be trimmed): 1588,466160,I42888,Inés /Benítez de las Cuevas y Ponte/
20 AUG 1580,medieval_late,1,1580,Post-1000 AD (should be trimmed): 1580,466372,I42901,Lorenzo /Pérez/
10 NOV 1630,medieval_late,1,1630,Post-1000 AD (should be trimmed): 1630,466375,I42901,Lorenzo /Pérez/
14 AUG 1683,medieval_late,1,1683,Post-1000 AD (should be trimmed): 1683,466459,I42906,Inés /Jiménez-Castro Olivares/
AFT 25 NOV 1670,medieval_late,1,1670,Post-1000 AD (should be trimmed): 1670,466510,I42908,Vicente /Guerra Cañamar Vela/
AFT 26 MAY 1675,medieval_late,1,1675,Post-1000 AD (should be trimmed): 1675,466544,I42909,Maria /Guerra Cañamar Morales/
26 MAY 1695,medieval_late,1,1695,Post-1000 AD (should be trimmed): 1695,466597,I42910,Ana /Guerra Cañamar Morales/
20 SEP 1697,medieval_late,1,1697,Post-1000 AD (should be trimmed): 1697,466778,I42914,Maria Isabel /Lobo Guerrero/
10 APR 1719,medieval_late,1,1719,Post-1000 AD (should be trimmed): 1719,466990,I42917,"Major Diego Ramón, Commandante del Presidio de San Juan Bautista //"
8 JUL 1682,medieval_late,1,1682,Post-1000 AD (should be trimmed): 1682,467955,I42922,José /Ramón de Morales y Gutiérrez/
1642,medieval_late,1,1642,Post-1000 AD (should be trimmed): 1642,468035,I42923,Joana /Ramón de Morales/
AFT 1652,medieval_late,1,1652,Post-1000 AD (should be trimmed): 1652,468051,I42924,María /Ramón de Morales/
1691,medieval_late,1,1691,Post-1000 AD (should be trimmed): 1691,468053,I42924,María /Ramón de Morales/
1662,medieval_late,1,1662,Post-1000 AD (should be trimmed): 1662,468223,I42931,María Juana /de Morales/
8 AUG 1689,medieval_late,1,1689,Post-1000 AD (should be trimmed): 1689,468225,I42931,María Juana /de Morales/
23 JUN 1673,medieval_late,1,1673,Post-1000 AD (should be trimmed): 1673,468260,I42933,Juana /Leyva de Ruelas/
TO 312,ad_standard,1,312,,469170,I42978,Neariah /./
13 SEP 100,ad_standard,1,100,,469297,I42985,Anna bat /Simon/
433,ad_standard,1,433,,471077,I43032,Tubb'a Abu Kariba As'ad //
418,ad_standard,1,418,,471467,I43036,"""the wanderer /ascetic""/"
20 APR 570,ad_standard,1,570,,471979,I43047,Muhammad //
8 JUN 632,ad_standard,1,632,,471984,I43047,Muhammad //
27 JUL 604,ad_standard,1,604,,474131,I43064,Fatima //
10 APR 605,ad_standard,1,605,,474133,I43064,Fatima //
28 AUG 632,ad_standard,1,632,,474135,I43064,Fatima //
29 AUG 632,ad_standard,1,632,,474137,I43064,Fatima //
14 DEC 632,ad_standard,1,632,,474139,I43064,Fatima //
1 MAR 625,ad_standard,1,625,,474614,I43065,Hasan ibn Ali //
3 MAR 625,ad_standard,1,625,,474616,I43065,Hasan ibn Ali //
4 FEB 627,ad_standard,1,627,,475027,I43066,Umm Kulthum bint Ali //
24 SEP 627,ad_standard,1,627,,475127,I43067,السيدة زينب (ع) //
BET 683 AND 684,ad_standard,1,683,,475343,I43073,Umm al-Banin bint Hizam //
BET 688 AND 689,ad_standard,1,688,,475345,I43073,Umm al-Banin bint Hizam //
17 MAY 647,ad_standard,1,647,,475374,I43074,al-Abbas bin Ali //
659,ad_standard,1,659,,475435,I43076,Uthman bin Ali //
AFT 19 NOV 680,ad_standard,1,680,,475746,I43090,Ruqaiyya bint Ali //
581,ad_standard,1,581,,476200,I43096,Aqeel bin Abu Talib //
2 OCT 667,ad_standard,1,667,,477191,I43148,القاسم بن الحسن‎ //
11 OCT 680,ad_standard,1,680,,477193,I43148,القاسم بن الحسن‎ //
4 JAN 659,ad_standard,1,659,,477454,I43153,Ali ibn al-Husayn Zayn al-'Abidin //
6 JAN 659,ad_standard,1,659,,477456,I43153,Ali ibn al-Husayn Zayn al-'Abidin //
20 OCT 713,ad_standard,1,713,,477460,I43153,Ali ibn al-Husayn Zayn al-'Abidin //
21 OCT 713,ad_standard,1,713,,477462,I43153,Ali ibn al-Husayn Zayn al-'Abidin //
APR 680,ad_standard,1,680,,477816,I43159,Ali al-Asghar //
10 MAR 654,ad_standard,1,654,,477883,I43162,Ali al-Akbar //
BEF 610,ad_standard,1,610,,478770,I43190,Um al-Hakim al-Bayda //
549,ad_standard,1,549,,478829,I43192,Abū Lahab //
11 MAY 677,ad_standard,1,677,,479898,I43240,الإمام محمد الباقر /بن الإمام علي زين العابدين/
747,ad_standard,1,747,,479960,I43241,عبدالله بن علی بن حسین //
28 MAR 623,ad_standard,1,623,,480502,I43260,Marwán Bin Al- Hakam /Bin Abú Al- 'As Bint Umaiyáh/
22 MAR 625,ad_standard,1,625,,481154,I43285,Hamza ibn ‘Abd al-Muttalib //
15 FEB 653,ad_standard,1,653,,481297,I43286,Abbas ibn Abd al-Muttalib //
SEP 625,ad_standard,1,625,,482334,I43322,Zaynab /bint Jahash al-Asadi/
8 JUN 762,ad_standard,1,762,,482738,I43340,Nafisah binte al-Hasan bin Zayd //
6 JAN 824,ad_standard,1,824,,482743,I43340,Nafisah binte al-Hasan bin Zayd //
23 APR 702,ad_standard,1,702,,483402,I43376,//
7 AUG 734,ad_standard,1,734,,483633,I43383,علی السلطان‌ //
BET 718 AND 722,ad_standard,1,718,,483847,I43393,Imam Ismail al-Mubarak //
BET 765 AND 775,ad_standard,1,765,,483849,I43393,Imam Ismail al-Mubarak //
APR 719,ad_standard,1,719,,483947,I43394,Abdullah al-Aftah //
FEB 766,ad_standard,1,766,,483951,I43394,Abdullah al-Aftah //
BET 620 AND 630,ad_standard,1,620,,485184,I43458,Qathm bin al-ʿAbbās //
BET 677 AND 680,ad_standard,1,677,,485186,I43458,Qathm bin al-ʿAbbās //
18 JUL 656,ad_standard,1,656,,485956,I43496,خلیفه سوم از خلفای راشدین عثمان بن عفان //
SEP 629,ad_standard,1,629,,486374,I43499,Zayd ibn Haritha al-Kalbi //
JAN 633,ad_standard,1,633,,486406,I43500,عبدالرحمن /بن أبي بكر الصديق/
666,ad_standard,1,666,,486408,I43500,عبدالرحمن /بن أبي بكر الصديق/
BET 594 AND 598,ad_standard,1,594,,486595,I43507,Mus'ab al-Khayr bin Umayr //
10 NOV 745,ad_standard,1,745,,487601,I43568,موسى بن جعفر الكاظم //
4 SEP 799,ad_standard,1,799,,487603,I43568,موسى بن جعفر الكاظم //
14 DEC 745,ad_standard,1,745,,488005,I43584,Muhammad al-Shakir //
OCT 691,ad_standard,1,691,,489078,I43650,Mus'ab bin az-Zubayr //
31 JAN 661,ad_standard,1,661,,489205,I43658,علي /بن عبدالله/
BEF 815,ad_standard,1,815,,490653,I43732,محمد //
7 SEP 818,ad_standard,1,818,,491341,I43777,Imam Ali al-Rida //
7 NOV 816,ad_standard,1,816,,491414,I43778,Fatima al-Ma'suma //
10 JUN 754,ad_standard,1,754,,493831,I43918,الخليفة أبو العباس السفاح عبدالله /بن محمد/
8 OCT 705,ad_standard,1,705,,494335,I43935,Abdel Malik /Bin Marwan Omeyida/
9 OCT 705,ad_standard,1,705,,494337,I43935,Abdel Malik /Bin Marwan Omeyida/
BEF 790,ad_standard,1,790,,495710,I44022,Ja'far al-Turab //
27 SEP 835,ad_standard,1,835,,495732,I44023,Imam Muhammad al-Taqi //
DEC 816,ad_standard,1,816,,495769,I44025,Ibrahim bin Ali ar-Rida //
817,ad_standard,1,817,,496777,I44086,'Amr bin 'Itaf al-Baghdadi //
1 JAN 813,ad_standard,1,813,,496968,I44096,Muhammad al-Taqi //
BET JAN 917 AND FEB 917,ad_standard,1,917,,497394,I44121,ناصر کبیر یا النصیر الحق یا العطروش //
1 SEP 560,ad_standard,1,560,,499229,I44222,Abu Sufyan bin Harb //
BET 715 AND 716,ad_standard,1,715,,499478,I44230,Musa ibn Nusair //
8 SEP 828,ad_standard,1,828,,500847,I44306,Imam Ali al-Hadi //
14 AUG 832,ad_standard,1,832,,500899,I44307,Musa al-Mubarraqa //
BEF 850,ad_standard,1,850,,501026,I44316,Yaqoob //
BET 783 AND 784,ad_standard,1,783,,504054,I44515,Isa Sheikh al-Dawla //
1 FEB 766,ad_standard,1,766,,504234,I44523,الخليفة هارون الرشيد /بن المهدي/
777,ad_standard,1,777,,504340,I44526,Princess Aliyah //
809,ad_standard,1,809,,504400,I44529,هارون الرشيد //
602,ad_standard,1,602,,504818,I44549,Muʿāwiyah I bin Abu Sufyaan //
26 APR 680,ad_standard,1,680,,504821,I44549,Muʿāwiyah I bin Abu Sufyaan //
674,ad_standard,1,674,,505049,I44561,Sa'd bin Abi Waqqas //
1 MAY 922,ad_standard,1,922,,506204,I44642,Muhammad al-Murtada bin /Yahya Al-Hadi ila'l-Haqq/
5 JUN 934,ad_standard,1,934,,506233,I44644,Ahmad bin /./
4 JAN 874,ad_standard,1,874,,506362,I44652,Imam Hasan al-Askari //
3 AUG 874,ad_standard,1,874,,507823,I44748,"Imaam Abdullah ""Al-Mahdi Billah"" bin Imaam Husain ""Radi Abdullah"" //"
APR 787,ad_standard,1,787,,509440,I44853,Caliph Muhammad al-Amin //
SEP 786,ad_standard,1,786,,509527,I44858,Caliph Abdullah al-Ma'mun //
OCT 794,ad_standard,1,794,,509638,I44862,Caliph al-Mu'tasim //
JAN 598,ad_standard,1,598,,510350,I44890,Qasim ibn Muhammad //
20 JUL 647,ad_standard,1,647,,510513,I44899,Caliph /Yazid/
22 MAR 1018,medieval_late,1,1018,Post-1000 AD (should be trimmed): 1018,511290,I44945,"Ali ibn Hammoud al-Nasir ibn Ahmed ibn Abdullah ibn omar ibn Idriss II, //"
BEF 900,ad_standard,1,900,,512103,I44999,Sayyid Imam Yaqub Al Ghanee /Al Ridha/
BET 845 AND 832,ad_standard,1,845,,512192,I45004,Narjis Al-Rumi //
BET 868 AND 874,ad_standard,1,868,,512292,I45006,Sayyid Ali Akbar ibn /Hasan/
AFT 1050,medieval_late,1,1050,Post-1000 AD (should be trimmed): 1050,512366,I45011,Yusuf //
16 AUG 842,ad_standard,1,842,,514926,I45187,Qaratis /Al-Rumi/
31 MAR 821,ad_standard,1,821,,515005,I45191,Caliph Ja'far al-Mutawakkil //
724,ad_standard,1,724,,515427,I45212,Yazid II bin Abd /al-Malik/
12 SEP 1012,medieval_late,1,1012,Post-1000 AD (should be trimmed): 1012,516821,I45294,Yousof bin /alDa'ee/
21 JUN 870,ad_standard,1,870,,519110,I45451,Caliph Muhammad al-Muhtadi //
AFT 833,ad_standard,1,833,,519127,I45452,Muhammad al-Asghar /Al-Abbasi/
17 OCT 866,ad_standard,1,866,,519161,I45454,Caliph Ahmad al-Musta'in //
JUL 869,ad_standard,1,869,,519195,I45456,Caliph Muhammad al-Mu'tazz //
NOV 837,ad_standard,1,837,,519228,I45458,Caliph Muhammad al-Muntasir //
18 MAR 1077,medieval_late,1,1077,Post-1000 AD (should be trimmed): 1077,520697,I45545,Syaikh Abdul Qadir Al Jailani //
BET 1350 AND 1400,medieval_late,1,1350,Post-1000 AD (should be trimmed): 1350,521782,I45573,Malik //
15 SEP 1035,medieval_late,1,1035,Post-1000 AD (should be trimmed): 1035,523118,I45655,יהוסף הלוי הנגיד /בן נאגראלה/
30 DEC 1066,medieval_late,1,1066,Post-1000 AD (should be trimmed): 1066,523120,I45655,יהוסף הלוי הנגיד /בן נאגראלה/
AFT 532,ad_standard,1,532,,524812,I45736,Olybrius //
SEP 337,ad_standard,1,337,,524859,I45738,"Flavius Julius Constantius, Consul of Rome //"
306,ad_standard,1,306,,524940,I45739,Flavius Valerius /Constantius I Chlorus of Rome/
TO 227,ad_standard,1,227,,529572,I45774,Consul (191 BC) - Publius Cornelius Scipio Nasica //
TO 181,ad_standard,1,181,,529893,I45779,Πτολεμαῖος //
TO 400,ad_standard,1,400,,530347,I45789,Publius Cornelius /Scipio/
TO 625,ad_standard,1,625,,531012,I45816,Phraortes //
TO 665,ad_standard,1,665,,531015,I45816,Phraortes //
TO 657,ad_standard,1,657,,531165,I45820,Δηιόκης //
AFT 585,ad_standard,1,585,,532258,I45858,"Eborico, king of the Suevi //"
AFT 584,ad_standard,1,584,,532554,I45865,Sisegutia //
543,ad_standard,1,543,,532661,I45867,Proba //
469,ad_standard,1,469,,533142,I45887,//
FEB 460,ad_standard,1,460,,533246,I45890,"Maldras, king of the Suevi //"
31 MAY 455,ad_standard,1,455,,533353,I45894,Petronius Maximus //
288,ad_standard,1,288,,533773,I45900,Betita /De Rome/
BEF 238,ad_standard,1,238,,533816,I45902,Unknown Senator //
BET 700 AND 717,ad_standard,1,700,,534702,I45956,Ildoara Ataulfo /de Coimbra/
AFT 850,ad_standard,1,850,,535237,I45967,Flávio /Teodósio ou Thiodo/
BET 5 JAN 759 AND 4 JAN 762,ad_standard,1,759,,536162,I45974,Munia /Sueiro de Coimbra/
BET 5 JAN 809 AND 5 JAN 812,ad_standard,1,809,,536164,I45974,Munia /Sueiro de Coimbra/
BET 710 AND 720,ad_standard,1,710,,536300,I45978,Fruela /da Cantábria/
BET 705 AND 710,ad_standard,1,705,,538421,I45995,Alfonso I of Asturias //
BET 848 AND 849,ad_standard,1,848,,539297,I46006,Alfonso III of Asturias //
AFT 934,ad_standard,1,934,,541027,I46030,Guterre /Arias de Menéndez/
8 SEP 921,ad_standard,1,921,,541335,I46034,Elvira /Menéndez/
AFT JUN 912,ad_standard,1,912,,541788,I46038,Jimena of Asturias //
19 JAN 914,ad_standard,1,914,,541909,I46039,García I //
JUL 925,ad_standard,1,925,,542409,I46041,Fruela II /Alfonsez de Asturias/
31 MAR 929,ad_standard,1,929,,542577,I46045,"Ramiro, infante de León //"
22 APR 982,ad_standard,1,982,,542772,I46054,Senhorinha /Hufez/
1 OCT 960,ad_standard,1,960,,542959,I46057,San Gervásio /Hufez/
AFT 945,ad_standard,1,945,,543513,I46077,Guntina (Onneca) /Lucidiz/
BEF 924,ad_standard,1,924,,543651,I46083,Ermesenda /Eriz/
AFT 11 JUN 962,ad_standard,1,962,,544132,I46093,Elvira /Arias/
BET 879 AND 939,ad_standard,1,879,,544204,I46095,/Rodrigues/
AFT 950,ad_standard,1,950,,544283,I46098,Rodrigo /Guterres de Coimbra/
AFT 985,ad_standard,1,985,,544301,I46099,Suero /Guterres/
10 JUN 929,ad_standard,1,929,,544525,I46109,Sancho I /Ordóñez/
AUG 933,ad_standard,1,933,,544608,I46110,"Alfonso IV el Monje, rey de León //"
JAN 951,ad_standard,1,951,,544850,I46113,Ramiro II of León //
JUN 931,ad_standard,1,931,,546230,I46121,/Iñiguez de Pamplona/
9 JUN 952,ad_standard,1,952,,547309,I46129,"Sancha /Sánchez de Pamplona, reina consorte de León/"
5 JUN 845,ad_standard,1,845,,548206,I46157,Ero /Fernández de Lugo/
5 FEB 926,ad_standard,1,926,,548208,I46157,Ero /Fernández de Lugo/
BEF 1130,medieval_late,1,1130,Post-1000 AD (should be trimmed): 1130,548577,I46166,Gotinha /Fromariz/
BEF 5 JUN 963,ad_standard,1,963,,548975,I46182,Aloito /Gutiérrez/
AFT 845,ad_standard,1,845,,549105,I46187,Fernando Rodriguez /de Monterroso/
AFT 960,ad_standard,1,960,,549418,I46200,Munio /Forjaz de Coimbra/
AFT 1017,medieval_late,1,1017,Post-1000 AD (should be trimmed): 1017,549440,I46201,Gutierre II /Menéndez/
AFT 962,ad_standard,1,962,,549474,I46203,Elvira /Muñoz/
26 JAN 959,ad_standard,1,959,,550064,I46225,/Dordia Osorez/
AFT 994,ad_standard,1,994,,550363,I46238,Gonzina //
30 AUG 956,ad_standard,1,956,,550421,I46241,Ordoño III of León //
10 JAN 1020,medieval_late,1,1020,Post-1000 AD (should be trimmed): 1020,550913,I46254,Lovesendo /Ramírez de Amaya/
DEC 966,ad_standard,1,966,,551052,I46257,"Sancho I ""El Craso"" /de León/"
AFT 890,ad_standard,1,890,,551497,I46263,Onneca o Íñiga /Fortúnez de Pamplona/
26 SEP 862,ad_standard,1,862,,552855,I46282,Muza /Bint Ibn Musa Banu Qasi/
APR 870,ad_standard,1,870,,553031,I46285,موسى /بن قلند/
JUN 970,ad_standard,1,970,,553477,I46297,Fernán //
1 AUG 995,ad_standard,1,995,,554407,I46300,García Fernández of Castile //
10 DEC 925,ad_standard,1,925,,555241,I46307,Sancho I of Pamplona //
AFT 832,ad_standard,1,832,,556684,I46322,Rodrigo I //
4 OCT 873,ad_standard,1,873,,556686,I46322,Rodrigo I //
AFT 1074,medieval_late,1,1074,Post-1000 AD (should be trimmed): 1074,557692,I46348,"Egas Gondesendes, senhor de Baião //"
BEF 1208,medieval_late,1,1208,Post-1000 AD (should be trimmed): 1208,557835,I46354,João /Fernandes de Riba de Vizela/
AFT 788,ad_standard,1,788,,557931,I46358,Arias /Lucido de Saavedra/
26 JAN 979,ad_standard,1,979,,558653,I46385,Núño /Núñez/
1 OCT 1008,medieval_late,1,1008,Post-1000 AD (should be trimmed): 1008,559225,I46409,Menendo /González de Valdés/
BET 948 AND 953,ad_standard,1,948,,559459,I46417,/Dordia Osorez/
SEP 999,ad_standard,1,999,,559463,I46417,/Dordia Osorez/
BET 30 DEC 1028 AND 22 JAN 1029,medieval_late,1,1028,Post-1000 AD (should be trimmed): 1028,560014,I46435,Rodrigo /Romániz/
DEC 843,ad_standard,1,843,,561077,I46466,Abd Allah I /ibn Muhammad al-Umawi/
16 OCT 912,ad_standard,1,912,,561080,I46466,Abd Allah I /ibn Muhammad al-Umawi/
20 FEB 1097,medieval_late,1,1097,Post-1000 AD (should be trimmed): 1097,562509,I46512,Mayor /de monzon/
BEF 945,ad_standard,1,945,,563370,I46543,Ava of Ribagorza //
AFT 1011,medieval_late,1,1011,Post-1000 AD (should be trimmed): 1011,563818,I46546,Gonzálo /Garcés de Castilla/
DEC 1017,medieval_late,1,1017,Post-1000 AD (should be trimmed): 1017,563920,I46550,Elvira /Garcés de Castilla/
20 MAY 1025,medieval_late,1,1025,Post-1000 AD (should be trimmed): 1025,564086,I46555,Urraca /Gómez de Saldaña/
DEC 994,ad_standard,1,994,,564208,I46561,Sancho II of Pamplona //
AFT AUG 955,ad_standard,1,955,,565469,I46583,Bermudo /Núñez/
BET 920 AND 980,ad_standard,1,920,,567219,I46634,Soeiro /Echigues Soares/
AFT 1084,medieval_late,1,1084,Post-1000 AD (should be trimmed): 1084,567343,I46639,Ledegúndia /Soares Tainha/
BEF 1175,medieval_late,1,1175,Post-1000 AD (should be trimmed): 1175,568111,I46669,Elvira /Martins de Riba de Vizela/
MAR 1272,medieval_late,1,1272,Post-1000 AD (should be trimmed): 1272,568255,I46677,Afonso /Anes de Cambra/
29 MAR 968,ad_standard,1,968,,568628,I46695,Sisnando /Menéndez/
BEF 980,ad_standard,1,980,,568999,I46710,Sarracino /Fafes/
4 JUL 1028,medieval_late,1,1028,Post-1000 AD (should be trimmed): 1028,570630,I46767,Alfonso V of León //
25 APR 1039,medieval_late,1,1039,Post-1000 AD (should be trimmed): 1039,570855,I46769,"Teresa, infanta de León //"
AFT 15 JUL 1058,medieval_late,1,1058,Post-1000 AD (should be trimmed): 1058,570984,I46772,Palla (de Asturias) /Ordoñez/
1 SEP 1050,medieval_late,1,1050,Post-1000 AD (should be trimmed): 1050,571050,I46774,Alphonso /Ordóñez de Asturias/
8 DEC 1074,medieval_late,1,1074,Post-1000 AD (should be trimmed): 1074,571095,I46775,/Ordoñez/
AFT 18 SEP 1042,medieval_late,1,1042,Post-1000 AD (should be trimmed): 1042,571390,I46788,Ximena /Ordoñez/
AFT 20 OCT 1086,medieval_late,1,1086,Post-1000 AD (should be trimmed): 1086,571494,I46789,Munio /Moniz/
AFT 1103,medieval_late,1,1103,Post-1000 AD (should be trimmed): 1103,571659,I46791,Fernando /Muñoz/
23 DEC 996,ad_standard,1,996,,571871,I46801,"Guillaume II Sanche, Comte de Gascogne //"
9 JUN 1093,medieval_late,1,1093,Post-1000 AD (should be trimmed): 1093,572284,I46813,Teresa /Pelayéz/
11 JAN 889,ad_standard,1,889,,573179,I46843,عبد الرحمن الناصر لدين الله /محمد بن/
BET 960 AND DEC 964,ad_standard,1,960,,574110,I46882,Raimundo II /de Rivagorza/
BET 1006 AND 1007,medieval_late,1,1006,Post-1000 AD (should be trimmed): 1006,575646,I46926,Sancha de Castille //
NOV 1009,medieval_late,1,1009,Post-1000 AD (should be trimmed): 1009,575726,I46929,"García II Sánchez, conde de Castilla //"
3 NOV 1009,medieval_late,1,1009,Post-1000 AD (should be trimmed): 1009,575788,I46932,Fronilda /Gómez/
AFT 1035,medieval_late,1,1035,Post-1000 AD (should be trimmed): 1035,576115,I46946,Jimena /Fernández de León/
9 AUG 1002,medieval_late,1,1002,Post-1000 AD (should be trimmed): 1002,576827,I46951,Almanzor //
BET 983 AND 986,ad_standard,1,983,,576983,I46952,Abderramán Sanchuelo //
BEF 800,ad_standard,1,800,,577621,I46972,Jimeno //
AFT 9 OCT 978,ad_standard,1,978,,577888,I46984,Fernán /Bermúdez de León/
BEF 24 JUL 1046,medieval_late,1,1046,Post-1000 AD (should be trimmed): 1046,579177,I47013,Diego /Fernández/
AFT 1083,medieval_late,1,1083,Post-1000 AD (should be trimmed): 1083,579219,I47014,Urraca /Fernández/
BET 1103 AND 1108,medieval_late,1,1103,Post-1000 AD (should be trimmed): 1103,580430,I47057,Soeiro /Mendes da Maia/
BEF 1087,medieval_late,1,1087,Post-1000 AD (should be trimmed): 1087,580648,I47063,Pala //
AFT 1147,medieval_late,1,1147,Post-1000 AD (should be trimmed): 1147,580982,I47074,Mem /Fernandes d'Dantas/
16 JUN 1251,medieval_late,1,1251,Post-1000 AD (should be trimmed): 1251,582225,I47110,Maria /Raimundes de Riba Vizela/
9 MAR 1268,medieval_late,1,1268,Post-1000 AD (should be trimmed): 1268,582912,I47130,Egas /Fafes/
BEF 1245,medieval_late,1,1245,Post-1000 AD (should be trimmed): 1245,583153,I47139,Teresa /Soares da Silva/
BEF 1200,medieval_late,1,1200,Post-1000 AD (should be trimmed): 1200,583226,I47141,Pedro /Mendes de Gandarei/
AFT 1194,medieval_late,1,1194,Post-1000 AD (should be trimmed): 1194,584242,I47188,"João /Soares de Paiva, o "" Trovador ""/"
3 JUL 1013,medieval_late,1,1013,Post-1000 AD (should be trimmed): 1013,585540,I47245,Sancha //
AFT 10 FEB 1187,medieval_late,1,1187,Post-1000 AD (should be trimmed): 1187,587682,I47301,Fronilde /Fernández/
