
id,label_en,translation
Q56788,遇  姬姓,Yu   Ji Xing 
Q56791,射姑  姬姓,She Gu   Ji Xing 
Q56794,酤公 Gū Gōng  LÀI 赖,Gu Gong  Gu Gong  Lai Lai 
Q56797,Jiu Dian  Huáng 黄,Jiu Dian  Huang Huang 
Q56800,靖公  Sì 姒,Jing Gong   Si Si 
Q56803,浤仁  Zēng 鄫,Hong Ren   Zeng Ceng 
Q56804,真田信安の娘 (松浦政信の正室のち建部政賢の正室),Zhen Tian Xin An Noniang  (song Pu Zheng Xin Nozheng Shi Nochijian Bu Zheng Xian Nozheng Shi )
Q56809,Kǎo  HUANG 黄考 52A,Kao  Huang Huang Kao  52a
Q56812,Hui Qi 惠祈  Yú 余,Hui Qi Hui Qi   Yu Yu 
Q56813,宗像塩寿丸,Zong Xiang Yan Shou Wan 
Q56815,署  黃,Shu   Huang 
Q56818,Zhèn 振  Zhāng 張,Zhen Zhen   Zhang Zhang 
Q56821,Chén 辰  Zhāng 張,Chen Chen   Zhang Zhang 
Q56824,Yuan Kuang 元旷  Lǐ 李,Yuan Kuang Yuan Kuang   Li Li 
Q56825,風早公雄,Feng Zao Gong Xiong 
Q56827,Zhong Xiang 仲翔  Lǐ 李,Zhong Xiang Zhong Xiang   Li Li 
Q56828,風早実秋,Feng Zao Shi Qiu 
Q56830,遐  李,Xia   Li 
Q56831,冷泉為訓,Leng Quan Wei Xun 
Q56833,富亦 (Fù Yì)  譚,Fu Yi  (fu Yi)  Tan 
Q56836,希亦 (Xī Yì)  譚,Xi Yi  (xi Yi)  Tan 
Q56842,Ji 子京  Kong,Ji Zi Jing   Kong
Q56843,有馬頼元の娘 (松平基知の正室),You Ma Lai Yuan Noniang  (song Ping Ji Zhi Nozheng Shi )
Q56845,將  姬姓,Jiang   Ji Xing 
Q56848,何忌  姬姓,He Ji   Ji Xing 
Q56851,呂壬  姜,Lu Ren   Jiang 
Q56854,呂驁  姜,Lu Ao   Jiang 
Q56857,林江  第20世长林衍派,Lin Jiang   Di 20shi Chang Lin Yan Pai 
Q56858,大関政増,Da Guan Zheng Zeng 
Q56860,林湖  第20世长林衍派,Lin Hu   Di 20shi Chang Lin Yan Pai 
Q56863,林池  第20世长林衍派,Lin Chi   Di 20shi Chang Lin Yan Pai 
Q56866,頗高  姬,Po Gao   Ji 
Q56869,完寇  田,Wan Kou   Tian 
Q56875,太子禦夏  陳,Tai Zi Yu Xia   Chen 
Q56878,Mù Gōng Kuǎn 穆公款  Chén 陳,Mu Gong Kuan Mu Gong Kuan   Chen Chen 
Q56879,金丸正直,Jin Wan Zheng Zhi 
Q56881,公子子  陳,Gong Zi Zi   Chen 
Q56884,平  姬姓,Ping   Ji Xing 
Q56887,賕伯 伯勝  姬,Qiu Bo  Bo Sheng   Ji 
Q56890,忽  姬姓,Hu   Ji Xing 
Q56893,亹  姬,Wei   Ji 
Q56894,龍造寺家門娘,Long Zao Si Jia Men Niang 
Q56896,嬰  姬,Ying   Ji 
Q56900,後藤純明娘,Hou Teng Chun Ming Niang 
Q56902,滑  姬,Hua   Ji 
Q56905,Hú  姬姓,Hu  Ji Xing 
Q56906,龍造寺長信,Long Zao Si Chang Xin 
Q56908,Liè Gōng  Zhōu 周,Lie Gong  Zhou Zhou 
Q56909,小田政光娘,Xiao Tian Zheng Guang Niang 
Q56911,Wǔ  姬姓,Wu  Ji Xing 
Q56912,龍造寺鑑兼,Long Zao Si Jian Jian 
Q56914,Jīng Yīng  姬姓,Jing Ying  Ji Xing 
Q56917,孝叔  施,Xiao Shu   Shi 
Q56920,姬,Ji 
Q56923,伋  姬姓,Ji   Ji Xing 
Q56929,黔牟  姬姓,Qian Mou   Ji Xing 
Q56930,喜連川恵氏,Xi Lian Chuan Hui Shi 
Q56932,頑  姬姓,Wan   Ji Xing 
Q56935,壽  姬姓,Shou   Ji Xing 
Q56938,朔  姬姓,Shuo   Ji Xing 
Q56941,厚  石,Hou   Shi 
Q56944,楫  姬姓,Ji   Ji Xing 
Q56945,石原昌明の娘 (柳沢信俊の妻),Shi Yuan Chang Ming Noniang  (liu Ze Xin Jun Noqi )
Q56947,櫻  姬姓,Ying   Ji Xing 
Q56950,夷  姬姓,Yi   Ji Xing 
Q56951,松平永,Song Ping Yong 
Q56953,仲簡  姬姓,Zhong Jian   Ji Xing 
Q56956,松公 Sōng Gōng  LÀI 赖,Song Gong  Song Gong  Lai Lai 
Q56962,Guang Zu  Huáng 黄,Guang Zu  Huang Huang 
Q56963,柳沢登勢,Liu Ze Deng Shi 
Q56965,共公  Sì 姒,Gong Gong   Si Si 
Q56966,柳沢保光の娘 (松浦晧の正室),Liu Ze Bao Guang Noniang  (song Pu Hao Nozheng Shi )
Q56968,一松  Zēng 鄫,Yi Song   Zeng Ceng 
Q56969,柳沢保光の娘 (戸田氏綏の正室),Liu Ze Bao Guang Noniang  (hu Tian Shi Sui Nozheng Shi )
Q56971,Jūn Yá  HUANG 黄君牙 53A,Jun Ya  Huang Huang Jun Ya  53a
Q56974,Zhong Li 仲狸  Yú 余,Zhong Li Zhong Li   Yu Yu 
Q56975,武田信之 (高家),Wu Tian Xin Zhi  (gao Jia )
Q56977,孕  黃,Yun   Huang 
Q56978,柳沢里顕,Liu Ze Li Xian 
Q56980,Běn 本  Zhāng 張,Ben Ben   Zhang Zhang 
Q56981,柳沢保光の娘 (内藤信敦の正室),Liu Ze Bao Guang Noniang  (nei Teng Xin Dun Nozheng Shi )
Q56983,Bo Kao 伯考  Lǐ 李,Bo Kao Bo Kao   Li Li 
Q56984,柳沢保光の娘 (外山光施の妻),Liu Ze Bao Guang Noniang  (wai Shan Guang Shi Noqi )
Q56986,岳  李,Yue   Li 
Q56987,柳沢信復の娘 (冷泉為訓の妻),Liu Ze Xin Fu Noniang  (leng Quan Wei Xun Noqi )
Q56989,儒德 (Rú Dé)  譚,Ru De  (ru De)  Tan 
Q56990,柳沢信貞,Liu Ze Xin Zhen 
Q56995,積德 (Jī Dé)  譚,Ji De  (ji De)  Tan 
Q56996,風早公元,Feng Zao Gong Yuan 
Q56998,標德 (Biāo Dé)  譚,Biao De  (biao De)  Tan 
Q56999,東常慶の娘 (遠藤盛数の正室のち長井道利の正室),Dong Chang Qing Noniang  (yuan Teng Sheng Shu Nozheng Shi Nochichang Jing Dao Li Nozheng Shi )
Q57001,恵德 (Huì Dé)  譚,Hui De  (hui De)  Tan 
Q57004,Chuan 子高  Kong,Chuan Zi Gao   Kong
Q57007,寧  姬姓,Zhu   Ji Xing 
Q57010,彘  姬姓,Zhi   Ji Xing 
Q57011,藤堂良政の娘 (小堀政一の正室),Teng Tang Liang Zheng Noniang  (xiao Ku Zheng Yi Nozheng Shi )
Q57013,呂積  姜,Lu Ji   Jiang 
Q57016,林植  第21世长林衍派,Lin Zhi   Di 21shi Chang Lin Yan Pai 
Q57017,林楠  第21世长林衍派,Lin Nan   Di 21shi Chang Lin Yan Pai 
Q57020,林桃  第21世长林衍派,Lin Tao   Di 21shi Chang Lin Yan Pai 
Q57021,多羅尾光忠,Duo Luo Wei Guang Zhong 
Q57023,朽木稙昌,Xiu Mu Zhi Chang 
Q57026,脇坂釧,Xie Ban Chuan 
Q57027,林桐  第21世长林衍派,Lin Tong   Di 21shi Chang Lin Yan Pai 
Q57030,句卑  姬,Ju Bei   Ji 
Q57032,本多正経,Ben Duo Zheng Jing 
Q57033,夷  田,Yi   Tian 
Q57036,Gòng Gōng Shuò 共公朔  Chén 陳,Gong Gong Shuo Gong Gong Shuo   Chen Chen 
Q57039,郄  姬姓,Xi   Ji Xing 
Q57041,前野辰定,Qian Ye Chen Ding 
Q57042,簡  韓,Jian   Han 
Q57045,姬,Ji 
Q57051,Ruì Qìng  Zhōu 周,Rui Qing  Zhou Zhou 
Q57054,Dàn Gōng  Zhōu 周,Dan Gong  Zhou Zhou 
Q57056,本多定助,Ben Duo Ding Zhu 
Q57060,愷  施,Kai   Shi 
Q57063,姬,Ji 
Q57066,申  姬姓,Shen   Ji Xing 
Q57068,内藤久清,Nei Teng Jiu Qing 
Q57069,燬 啟方  姬姓,Hui  Qi Fang   Ji Xing 
Q57072,‏‏‎ ‎  姬姓,   Ji Xing 
Q57075,‏‏‎ ‎  姬姓,   Ji Xing 
Q57081,赤  姬姓,Chi   Ji Xing 
Q57084,駘仲  石,Tai Zhong   Shi 
Q57087,德胤  姬姓,De Yin   Ji Xing 
Q57090,進  姬姓,Jin   Ji Xing 
Q57093,珼公 Bèi Gōng  LÀI 赖,Bei Gong  Bei Gong  Lai Lai 
Q57096,Dun Fu  Huáng 黄,Dun Fu  Huang Huang 
Q57099,德公  Sì 姒,De Gong   Si Si 
Q57101,有馬鈺子,You Ma Yu Zi 
Q57102,炲  Zēng 鄫,Tai   Zeng Ceng 
Q57105,Shi Mì  HUANG 黄世宓 54A,Shi Mi  Huang Huang Shi Mi  54a
Q57108,Guo 国  Yú 余,Guo Guo   Yu Yu 
Q57110,毛利政子,Mao Li Zheng Zi 
Q57113,毛利元秀,Mao Li Yuan Xiu 
Q57114,玖  黃,Jiu   Huang 
Q57117,Zào 燥  Zhāng 張,Zao Zao   Zhang Zhang 
Q57120,Yàn 焰  Zhāng 張,Yan Yan   Zhang Zhang 
Q57123,Zhuó 灼  Zhāng 張,Zhuo Zhuo   Zhang Zhang 
Q57126,Xiang 向  Lǐ 李,Xiang Xiang   Li Li 
Q57128,銑姫,Xian Ji 
Q57129,尚  李,Shang   Li 
Q57131,外山光施,Wai Shan Guang Shi 
Q57132,秉  李,Bing   Li 
Q57134,仏光寺真導,Fo Guang Si Zhen Dao 
Q57135,寶珍 (Bǎo Zhēn)  譚,Bao Zhen  (bao Zhen)  Tan 
Q57137,石野満子,Shi Ye Man Zi 
Q57138,謙 子順  孔,Qian  Zi Shun   Kong 
Q57140,松園治忠,Song Yuan Zhi Zhong 
Q57141,嘉  姬姓,Jia   Ji Xing 
Q57147,捷  姬姓,Jie   Ji Xing 
Q57149,松平敬姫,Song Ping Jing Ji 
Q57150,呂貸  姜,Lu Dai   Jiang 
Q57153,林瓒  第22世长林衍派,Lin Zan   Di 22shi Chang Lin Yan Pai 
Q57156,林瑗  第22世长林衍派,Lin Yuan   Di 22shi Chang Lin Yan Pai 
Q57159,林琰  第22世长林衍派,Lin Yan   Di 22shi Chang Lin Yan Pai 
Q57162,林珂  第22世长林衍派,Lin Ke   Di 22shi Chang Lin Yan Pai 
Q57165,去齊  姬,Qu Qi   Ji 
Q57168,莊  田,Zhuang   Tian 
Q57171,Líng Gōng Píngguó 靈公平國  Chén 陳,Ling Gong Pingguo Ling Gong Ping Guo   Chen Chen 
Q57174,光  姬姓,Guang   Ji Xing 
Q57176,古河潤一,Gu He Run Yi 
Q57179,一条実基,Yi Tiao Shi Ji 
Q57180,緡  姬姓,Min   Ji Xing 
Q57185,一条圭子,Yi Tiao Gui Zi 
Q57186,申生  姬,Shen Sheng   Ji 
Q57188,一条生子,Yi Tiao Sheng Zi 
Q57189,重耳  姬,Zhong Er   Ji 
Q57191,一条経子,Yi Tiao Jing Zi 
Q57192,夷吾  姬,Yi Wu   Ji 
Q57194,有馬崇,You Ma Chong 
Q57195,奚齊  姬,Xi Qi   Ji 
Q57198,卓子  姬,Zhuo Zi   Ji 
Q57201,子輿  韓,Zi Yu   Han 
Q57203,近衛貞子,Jin Wei Zhen Zi 
Q57204,華  姬,Hua   Ji 
Q57207,臧  姬,Zang   Ji 
Q57213,瑕  姬,Xia   Ji 
Q57216,俞彌  姬,Yu Mi   Ji 
Q57219,士  姬姓,Shi   Ji Xing 
Q57222,克  姬,Ke   Ji 
Q57228,Chéng Gōng  Zhōu 周,Cheng Gong  Zhou Zhou 
Q57231,端  施,Duan   Shi 
Q57233,島津千百子,Dao Jin Qian Bai Zi 
Q57234,耀英  施,Yao Ying   Shi 
Q57240,鄭  姬姓,Zheng   Ji Xing 
Q57243,瑕  姬姓,Xia   Ji Xing 
Q57246,業  姜,Ye   Jiang 
Q57249,祁子  石,Qi Zi   Shi 
Q57251,島津寧,Dao Jin Zhu 
Q57252,鱄  姬姓,Zhuan   Ji Xing 
Q57254,板倉棲子,Ban Cang Qi Zi 
Q57255,劌  姬姓,Gui   Ji Xing 
Q57257,島津清子,Dao Jin Qing Zi 
Q57258,穟公 Suì Gōng  LÀI 赖,Sui Gong  Sui Gong  Lai Lai 
Q57260,島津充子,Dao Jin Chong Zi 
Q57261,Min Tong  Huáng 黄,Min Tong  Huang Huang 
Q57263,島津貞子,Dao Jin Zhen Zi 
Q57265,成公  Sì 姒,Cheng Gong   Si Si 
Q57266,石野基恒,Shi Ye Ji Heng 
Q57271,姑容  Sì 姒,Gu Rong   Si Si 
Q57274,墅  Zēng 鄫,Shu   Zeng Ceng 
Q57275,永井尚典,Yong Jing Shang Dian 
Q57277,Xíng  HUANG 黄鉶 55A,Xing  Huang Huang Xing  55a
Q57280,Yuan 垣  Yú 余,Yuan Yuan   Yu Yu 
Q57283,光祖  黃,Guang Zu   Huang 
Q57286,Chōng 充  Zhāng 張,Chong Chong   Zhang Zhang 
Q57289,廣  隴西成紀,Guang   Long Xi Cheng Ji 
Q57292,敏  李,Min   Li 
Q57295,雪崇 (Xuě Chóng),Xue Chong  (xue Chong)
Q57298,芬崇 (Fēn Chóng),Fen Chong  (fen Chong)
Q57304,方崇 (Fāng Chóng),Fang Chong  (fang Chong)
Q57305,沢山喜多路,Ze Shan Xi Duo Lu 
Q57307,雲崇 (Yún Chóng)  譚,Yun Chong  (yun Chong)  Tan 
Q57308,沢山信吉,Ze Shan Xin Ji 
Q57310,鮒 子魚  孔,Fu  Zi Yu   Kong 
Q57313,騰 子襄  孔,Teng  Zi Xiang   Kong 
Q57316,樹 子文  孔,Shu  Zi Wen   Kong 
Q57319,顯  姬姓,Xian   Ji Xing 
Q57322,墓  姬姓,Mu   Ji Xing 
Q57323,伊勢貞益,Yi Shi Zhen Yi 
Q57325,林岗  第23世长林衍派,Lin Gang   Di 23shi Chang Lin Yan Pai 
Q57328,壽夢  姬,Shou Meng   Ji 
Q57331,文子  田,Wen Zi   Tian 
Q57337,Chéng Gōng Wǔ 成公午  Chén 陳,Cheng Gong Wu Cheng Gong Wu   Chen Chen 
Q57338,牧野信成の娘 (小浜嘉隆の正室),Mu Ye Xin Cheng Noniang  (xiao Bang Jia Long Nozheng Shi )
Q57340,某  姬姓,Mou   Ji Xing 
Q57341,小笠原長興 (京都小笠原氏),Xiao Li Yuan Chang Xing  (jing Du Xiao Li Yuan Shi )
Q57343,驩  姬,Huan   Ji 
Q57344,小笠原長隆の娘 (三好義長の母),Xiao Li Yuan Chang Long Noniang  (san Hao Yi Chang Nomu )
Q57346,黑臀  姬,Hei Tun   Ji 
Q57349,雍 Yong  姬 Ji,Yong  Yong  Ji  Ji
Q57350,三好長家,San Hao Chang Jia 
Q57352,鯈  姬,You   Ji 
Q57353,西大路隆共,Xi Da Lu Long Gong 
Q57355,劉  姬,Liu   Ji 
Q57358,姬,Ji 
Q57361,圉  姬,Yu   Ji 
Q57362,伊達登,Yi Da Deng 
Q57367,厥  韓,Jue   Han 
Q57370,姬姓,Ji Xing 
Q57373,嘉 子孔  姬姓,Jia  Zi Kong   Ji Xing 
Q57376,志 士孔  姬姓,Zhi  Shi Kong   Ji Xing 
Q57377,黒田長韶,Hei Tian Chang Shao 
Q57379,子夷  姬姓,Zi Yi   Ji Xing 
Q57382,姬,Ji 
Q57385,去疾 子良  姬姓,Qu Ji  Zi Liang   Ji Xing 
Q57387,בנבנידה  אברבנאל,
Q57388,舒 子印  姬姓,Shu  Zi Yin   Ji Xing 
Q57391,發 子國  姬姓,Fa  Zi Guo   Ji Xing 
Q57395,内藤元泰,Nei Teng Yuan Tai 
Q57397,偃 子游  姬姓,Yan  Zi You   Ji Xing 
Q57400,揮 子羽  姬姓,Hui  Zi Yu   Ji Xing 
Q57401,杉弘相,Shan Hong Xiang 
Q57403,喜 子罕  姬姓,Xi  Zi Han   Ji Xing 
Q57406,騑 子駟  姬姓,Fei  Zi Si   Ji Xing 
Q57409,平 子豐  姬姓,Ping  Zi Feng   Ji Xing 
Q57410,榊原政純,Sakaki Yuan Zheng Chun 
Q57412,頹  姬,Tui   Ji 
Q57415,宗公  Zhōu 周,Zong Gong   Zhou Zhou 
Q57418,之常  施,Zhi Chang   Shi 
Q57424,遫  姬姓,Chi   Ji Xing 
Q57427,錫我  姜,Xi Wo   Jiang 
Q57430,稷  石,Ji   Shi 
Q57431,溝口春姫,Gou Kou Chun Ji 
Q57433,逞  姬姓,Cheng   Ji Xing 
Q57436,鰤  姬姓,Shi   Ji Xing 
Q57437,西尾美代子,Xi Wei Mei Dai Zi 
Q57439,孔公 Kǒng Gōng  LÀI 赖,Kong Gong  Kong Gong  Lai Lai 
Q57442,Yǎn Zhēng  Huáng 黄,Yan Zheng  Huang Huang 
Q57445,孝公  Sì 姒,Xiao Gong   Si Si 
Q57446,戸田鉄子,Hu Tian Tie Zi 
Q57448,益姑  Sì 姒,Yi Gu   Si Si 
Q57449,池田民子,Chi Tian Min Zi 
Q57451,郁  Sì 姒,Yu   Si Si 
Q57452,津軽益男,Jin Qing Yi Nan 
Q57457,鎭玉  Zēng 鄫,Zhen Yu   Zeng Ceng 
Q57460,Zhān Fù  HUANG 黄詹父 56A,Zhan Fu  Huang Huang Zhan Fu  56a
Q57462,酒井忠藎の娘 (島津斉彬の側室),Jiu Jing Zhong Jin Noniang  (dao Jin Qi Bin Noce Shi )
Q57463,Shu Jing 叔敬  Yú 余,Shu Jing Shu Jing   Yu Yu 
Q57465,田宮安知の娘 (島津斉彬の側室),Tian Gong An Zhi Noniang  (dao Jin Qi Bin Noce Shi )
Q57466,敦复  黃,Dun Fu   Huang 
Q57468,島津哲丸,Dao Jin Zhe Wan 
Q57469,Líng 靈  Zhāng 張,Ling Ling   Zhang Zhang 
Q57471,島津典姫,Dao Jin Dian Ji 
Q57472,Gǎn 敢  隴西成紀,Gan Gan   Long Xi Cheng Ji 
Q57474,島津儔次郎,Dao Jin Chou Ci Lang 
Q57475,當戶  隴西成紀,Dang Hu   Long Xi Cheng Ji 
Q57478,Jiāo 椒  Lǐ 李,Jiao Jiao   Li Li 
Q57481,道謀  李,Dao Mou   Li 
Q57484,星照 (Xīng Zhào)  譚,Xing Zhao  (xing Zhao)  Tan 
Q57490,星光 (Xīng Guāng),Xing Guang  (xing Guang)
Q57499,隨 元路  孔,Sui  Yuan Lu   Kong 
Q57502,忠 子貞  孔,Zhong  Zi Zhen   Kong 
Q57505,聚 子彥  孔,Ju  Zi Yan   Kong 
Q57506,奮  姬姓,Fen   Ji Xing 
Q57507,村田美濃子,Cun Tian Mei Nong Zi 
Q57509,敏  姬姓,Min   Ji Xing 
Q57512,林修(大夫)  第24世长林衍派,Lin Xiu (da Fu )  Di 24shi Chang Lin Yan Pai 
Q57513,多賀山通続,Duo He Shan Tong Sok 
Q57515,林仙  第24世长林衍派,Lin Xian   Di 24shi Chang Lin Yan Pai 
Q57519,佐世就説,Zuo Shi Jiu Shuo 
Q57521,林仪  第24世长林衍派,Lin Yi   Di 24shi Chang Lin Yan Pai 
Q57523,佐世元宣,Zuo Shi Yuan Xuan 
Q57524,諸樊  姬,Zhu Fan   Ji 
Q57527,餘祭  姬,Yu Ji   Ji 
Q57529,阿曽沼就郷,A Ceng Zhao Jiu Xiang 
Q57530,餘眛  姬,Yu Mei   Ji 
Q57532,益田就固,Yi Tian Jiu Gu 
Q57533,季札  姬,Ji Zha   Ji 
Q57535,堀河康俊,Ku He Kang Jun 
Q57536,僚  姬,Liao   Ji 
Q57538,堀河康綱,Ku He Kang Gang 
Q57539,桓子  田,Huan Zi   Tian 
Q57542,Āi Gōng 哀公溺  Chén 陳,Ai Gong Ai Gong Ni   Chen Chen 
Q57546,司徒招  陳,Si Tu Zhao   Chen 
Q57549,公子过  陳,Gong Zi Guo   Chen 
Q57550,池田鉄子,Chi Tian Tie Zi 
Q57553,池田佑賢,Chi Tian You Xian 
Q57555,公子黄  陳,Gong Zi Huang   Chen 
Q57556,堤維長,Di Wei Chang 
Q57558,夷皋  姬,Yi Gao   Ji 
Q57561,捷 Jie  姬 Ji,Jie  Jie  Ji  Ji
Q57564,姬,Ji 
Q57567,獳  姬,Nou   Ji 
Q57568,松平寿子 (松平信進の正室),Song Ping Shou Zi  (song Ping Xin Jin Nozheng Shi )
Q57570,姬,Ji 
Q57573,同  趙,Tong   Zhao 
Q57574,前田喜久,Qian Tian Xi Jiu 
Q57576,括  趙,Gua   Zhao 
Q57579,嬰齊  趙,Ying Qi   Zhao 
Q57585,無忌  韓,Wu Ji   Han 
Q57588,起  韓,Qi   Han 
Q57589,栄昌院 (細川立之の正室),Rong Chang Yuan  (xi Chuan Li Zhi Nozheng Shi )
Q57591,丹 子革  姬姓,Dan  Zi Ge   Ji Xing 
Q57594,洩  姬姓,Xie   Ji Xing 
Q57597,姬姓,Ji Xing 
Q57600,輒 子耳  姬姓,Zhe  Zi Er   Ji Xing 
Q57601,本多康将の娘 (松平忠継の正室),Ben Duo Kang Jiang Noniang  (song Ping Zhong Ji Nozheng Shi )
Q57603,Tao Kung  姬姓,Tao Kung  Ji Xing 
Q57606,繻  姬姓,Xu   Ji Xing 
Q57609,黑肱 子張  姬姓,Hei Gong  Zi Zhang   Ji Xing 
Q57613,関政辰,Guan Zheng Chen 
Q57616,僑 子產  姬姓,Qiao  Zi Chan   Ji Xing 
Q57619,虿 子蟜  姬姓,Chai  Zi Jiao   Ji Xing 
Q57622,楚 子南  姬姓,Chu  Zi Nan   Ji Xing 
Q57623,福原彦七,Fu Yuan Yan Qi 
Q57625,申  姬姓,Shen   Ji Xing 
Q57628,舍之 子展  姬姓,She Zhi  Zi Zhan   Ji Xing 
Q57631,鉏  姬姓,Chu   Ji Xing 
Q57634,夏 子西  姬姓,Xia  Zi Xi   Ji Xing 
Q57635,小早川三郎,Xiao Zao Chuan San Lang 
Q57637,黑 子皙  姬姓,Hei  Zi Xi   Ji Xing 
Q57640,段 伯石  姬姓,Duan  Bo Shi   Ji Xing 
Q57646,虎  姬,Hu   Ji 
Q57649,志公  Zhōu 周,Zhi Gong   Zhou Zhou 
Q57650,宍戸元礼の娘 (福原親俊の妻),Rou Hu Yuan Li Noniang  (fu Yuan Qin Jun Noqi )
Q57652,行  施,Xing   Shi 
Q57655,臧  姬姓,Zang   Ji Xing 
Q57658,寧  姜姓,Zhu   Jiang Xing 
Q57661,買  石,Mai   Shi 
Q57664,嘉  姬姓,Jia   Ji Xing 
Q57667,騋  姬姓,Lai   Ji Xing 
Q57668,阿部正允の娘 (奥平昌鹿の正室),A Bu Zheng Yun Noniang  (ao Ping Chang Lu Nozheng Shi )
Q57670,安公 Ān Gōng  LÀI 赖,An Gong  An Gong  Lai Lai 
Q57674,奥平昌鹿の娘 (池田斉政の婚約者),Ao Ping Chang Lu Noniang  (chi Tian Qi Zheng Nohun Yue Zhe )
Q57676,Bing  Huáng 黄,Bing  Huang Huang 
Q57677,奥平高子,Ao Ping Gao Zi 
Q57679,成  Sì 姒,Cheng   Si Si 
Q57682,"浥,  Zēng 鄫","Yi ,  Zeng Ceng "
Q57685,Jiān  HUANG 黄囏57A,Jian  Huang Huang Jian 57a
Q57686,鍋島茂俊,Guo Dao Mao Jun 
Q57688,Ying Fu 婴阜  Yú 余,Ying Fu Ying Fu   Yu Yu 
Q57691,敏通  黃,Min Tong   Huang 
Q57692,鍋島濱,Guo Dao Bin 
Q57694,Hóng 宏  Zhāng 張,Hong Hong   Zhang Zhang 
Q57695,大久保忠明,Da Jiu Bao Zhong Ming 
Q57697,Yu Gong 瑀公  隴西成紀,Yu Gong Yu Gong   Long Xi Cheng Ji 
Q57700,忠  隴西成紀,Zhong   Long Xi Cheng Ji 
Q57703,陵 少卿  隴西成紀,Ling  Shao Qing   Long Xi Cheng Ji 
Q57704,荒尾成倫,Huang Wei Cheng Lun 
Q57709,哆  李,Chi   Li 
Q57712,軒冕 (Xuān Miǎn)  譚,Xuan Mian  (xuan Mian)  Tan 
Q57715,孔,Kong 
Q57718,武 子威  孔,Wu  Zi Wei   Kong 
Q57719,脇坂安総,Xie Ban An Zong 
Q57721,安國 子國  魯國曲阜,An Guo  Zi Guo   Lu Guo Qu Fu 
Q57724,臧 子武  孔,Zang  Zi Wu   Kong 
Q57727,讓 子仕  孔,Rang  Zi Shi   Kong 
Q57730,屯  姬姓,Tun   Ji Xing 
Q57733,.  姬姓,.  Ji Xing 
Q57736,激 公宜  姬姓,Ji  Gong Yi   Ji Xing 
Q57737,大岡忠恒の娘 (池田政永の妻のち池田政能の妻),Da Gang Zhong Heng Noniang  (chi Tian Zheng Yong Noqi Nochichi Tian Zheng Neng Noqi )
Q57742,林毓俊  第25世长林衍派,Lin Yu Jun   Di 25shi Chang Lin Yan Pai 
Q57745,光  姬,Guang   Ji 
Q57748,逞  姬,Cheng   Ji 
Q57751,武子  田,Wu Zi   Tian 
Q57754,Yǎnshī 偃師  Chén 陳,Yanshi Yan Shi   Chen Chen 
Q57755,中根忠豪の娘 (伊木忠興の妻),Zhong Gen Zhong Hao Noniang  (yi Mu Zhong Xing Noqi )
Q57757,公子胜  Chén 陳,Gong Zi Sheng   Chen Chen 
Q57760,公子留  Chén 陳,Gong Zi Liu   Chen Chen 
Q57762,談 Tan  姬 Ji,Tan  Tan  Ji  Ji
Q57765,旃  趙,Zhan   Zhao 
Q57771,州蒲  姬,Zhou Pu   Ji 
Q57774,武  趙,Wu   Zhao 
Q57777,襄  韓,Xiang   Han 
Q57780,須  韓,Xu   Han 
Q57782,桑山一慶,Sang Shan Yi Qing 
Q57783,明  姬姓,Ming   Ji Xing 
Q57785,桑山一玄の娘,Sang Shan Yi Xuan Noniang 
Q57786,張  姬姓,Zhang   Ji Xing 
Q57788,桑山一玄の娘,Sang Shan Yi Xuan Noniang 
Q57789,霄 伯有  姬,Xiao  Bo You   Ji 
Q57792,段 子石  姬姓,Duan  Zi Shi   Ji Xing 
Q57794,伊木忠真,Yi Mu Zhong Zhen 
Q57795,參 子思  姬姓,Can  Zi Si   Ji Xing 
Q57797,池田方智,Chi Tian Fang Zhi 
Q57800,風早実積の娘 (梅溪通賢の妻),Feng Zao Shi Ji Noniang  (mei Xi Tong Xian Noqi )
Q57801,眅 子明  姬姓,Pan  Zi Ming   Ji Xing 
Q57804,吉 子太叔  姬姓,Ji  Zi Tai Shu   Ji Xing 
Q57807,虎 子皮  姬,Hu  Zi Pi   Ji 
Q57809,戸次鎮秀,Hu Ci Zhen Xiu 
Q57810,魋  姬,Tui   Ji 
Q57812,戸次統常,Hu Ci Tong Chang 
Q57813,朔  姬,Shuo   Ji 
Q57815,臼杵鎮定,Jiu Chu Zhen Ding 
Q57816,帶 子上  姬,Dai  Zi Shang   Ji 
Q57819,乞 子瑕  姬,Qi  Zi Xia   Ji 
Q57821,内藤清成の娘 (日向政成の妻),Nei Teng Qing Cheng Noniang  (ri Xiang Zheng Cheng Noqi )
Q57822,印  姬,Yin   Ji 
Q57824,内藤清成の娘 (小浜光隆の正室),Nei Teng Qing Cheng Noniang  (xiao Bang Guang Long Nozheng Shi )
Q57825,施 子旗  姬,Shi  Zi Qi   Ji 
Q57828,卷 子張  姬,Juan  Zi Zhang   Ji 
Q57834,帶  姬,Dai   Ji 
Q57835,Хуан Перес  Коронел Fernão Perez Coronel,Khuan Peres  Koronel Fernao Perez Coronel
Q57836,藤堂良以,Teng Tang Liang Yi 
Q57837,姬,Ji 
Q57838,Лопес Эльвира Шломо,Lopes El'vira Shlomo
Q57839,森於徳,Sen Yu De 
Q57840,叔公  Zhōu 周,Shu Gong   Zhou Zhou 
Q57841,Липи Хименс Шломо  Коронел,Lipi Khimens Shlomo  Koronel
