Date_Value,Category,Count,Year,Issues,Sample_Line,Sample_Individual,Sample_Name
7 AUG 1543,medieval_late,1,1543,Post-1000 AD (should be trimmed): 1543,117617,I23016,Pedro /de Santa Cruz Polanco/
21 AUG 1546,medieval_late,1,1546,Post-1000 AD (should be trimmed): 1546,117723,I23018,Estefanía /Santa Cruz Polanco/
FEB 1565,medieval_late,1,1565,Post-1000 AD (should be trimmed): 1565,120796,I23081,Lope /de Zayas y Bazán/
22 FEB 1628,medieval_late,1,1628,Post-1000 AD (should be trimmed): 1628,121318,I23084,Luis /Zayas-Bazán/
6 AUG 1610,medieval_late,1,1610,Post-1000 AD (should be trimmed): 1610,121455,I23087,Lorenzo /Zayas-Bazán/
2 DEC 1612,medieval_late,1,1612,Post-1000 AD (should be trimmed): 1612,123353,I23120,Lope /de Sosa y Avendaño/
5 SEP 1617,medieval_late,1,1617,Post-1000 AD (should be trimmed): 1617,123467,I23122,Agustín /de Sosa y Avendaño/
31 OCT 1618,medieval_late,1,1618,Post-1000 AD (should be trimmed): 1618,123534,I23123,Fernando /de Sosa y Avendaño/
11 JUL 1617,medieval_late,1,1617,Post-1000 AD (should be trimmed): 1617,123593,I23124,Pedro /De Avalos Bracamonte/
1619,medieval_late,1,1619,Post-1000 AD (should be trimmed): 1619,123683,I23125,Aldonsa /de Avalos Hijar y Bracamonte/
30 APR 1547,medieval_late,1,1547,Post-1000 AD (should be trimmed): 1547,124094,I23143,Martin /Vazquez y Gil de Lara/
3 MAY 1620,medieval_late,1,1620,Post-1000 AD (should be trimmed): 1620,124103,I23143,Martin /Vazquez y Gil de Lara/
7 JAN 1590,medieval_late,1,1590,Post-1000 AD (should be trimmed): 1590,124169,I23145,Juan /de Alvarado y Benavides/
1643,medieval_late,1,1643,Post-1000 AD (should be trimmed): 1643,124263,I23147,Josefa /Alvarado y Benavides/
1601,medieval_late,1,1601,Post-1000 AD (should be trimmed): 1601,124299,I23148,Maria /de Alvarado y Benavides/
18 SEP 1670,medieval_late,1,1670,Post-1000 AD (should be trimmed): 1670,124377,I23150,Gil /de Alvarado y Benavides/
1899,recent,1,1899,Recent date (should not exist): 1899,124865,I23157,Felipa /de Alvarado y Benavides/
1647,medieval_late,1,1647,Post-1000 AD (should be trimmed): 1647,125133,I23164,jose /De Villasenor y Delgadillo/
1654,medieval_late,1,1654,Post-1000 AD (should be trimmed): 1654,125234,I23166,Diego /De Villasenor y Bocanegra/
JUN 1621,medieval_late,1,1621,Post-1000 AD (should be trimmed): 1621,125602,I23176,Bernardino /Estrada Bocanegra Flores/
7 JUN 1621,medieval_late,1,1621,Post-1000 AD (should be trimmed): 1621,125610,I23176,Bernardino /Estrada Bocanegra Flores/
10 OCT 1699,medieval_late,1,1699,Post-1000 AD (should be trimmed): 1699,125705,I23178,Teresa /Estrada Flores/
1638,medieval_late,1,1638,Post-1000 AD (should be trimmed): 1638,125772,I23179,Maria /de Estrada Bocanegra y Flores Rubin/
1 MAY 1663,medieval_late,1,1663,Post-1000 AD (should be trimmed): 1663,125781,I23179,Maria /de Estrada Bocanegra y Flores Rubin/
29 JUL 1571,medieval_late,1,1571,Post-1000 AD (should be trimmed): 1571,125836,I23180,Verena /Freyin/
5 MAR 1630,medieval_late,1,1630,Post-1000 AD (should be trimmed): 1630,125844,I23180,Verena /Freyin/
28 JUN 1659,medieval_late,1,1659,Post-1000 AD (should be trimmed): 1659,126022,I23184,Barbel /Frey/
13 DEC 1612,medieval_late,1,1612,Post-1000 AD (should be trimmed): 1612,126197,I23187,Hans Rudolph /Frey/
1 AUG 1580,medieval_late,1,1580,Post-1000 AD (should be trimmed): 1580,126257,I23188,Jacob Burgester /Frey/
11 FEB 1657,medieval_late,1,1657,Post-1000 AD (should be trimmed): 1657,126388,I23189,Verena /Frey/
28 SEP 1589,medieval_late,1,1589,Post-1000 AD (should be trimmed): 1589,126440,I23190,Marti Marti /Frey/
8 APR 1593,medieval_late,1,1593,Post-1000 AD (should be trimmed): 1593,126486,I23191,Anna /Frey/
13 NOV 1594,medieval_late,1,1594,Post-1000 AD (should be trimmed): 1594,126525,I23192,Elisabeth /Frey/
25 OCT 1597,medieval_late,1,1597,Post-1000 AD (should be trimmed): 1597,126582,I23194,Barbara Margaretha /Frey/
1 AUG 1605,medieval_late,1,1605,Post-1000 AD (should be trimmed): 1605,126621,I23195,Felix /Frey/
21 AUG 1614,medieval_late,1,1614,Post-1000 AD (should be trimmed): 1614,126706,I23197,Magdelena /Joss/
17 JUL 1689,medieval_late,1,1689,Post-1000 AD (should be trimmed): 1689,126768,I23198,Anna /Buchmann/
1615,medieval_late,1,1615,Post-1000 AD (should be trimmed): 1615,127086,I23200,Elsbeth /Buchmann/
17 JAN 1619,medieval_late,1,1619,Post-1000 AD (should be trimmed): 1619,127124,I23201,Melchior /Buchmann/
14 JAN 1621,medieval_late,1,1621,Post-1000 AD (should be trimmed): 1621,127163,I23202,Adam /Buchmann/
7 MAY 1684,medieval_late,1,1684,Post-1000 AD (should be trimmed): 1684,127252,I23205,Heinrich /Wyss/
8 DEC 1669,medieval_late,1,1669,Post-1000 AD (should be trimmed): 1669,127437,I23210,Francisco Antonio /de Berrío y Guzmán/
1657,medieval_late,1,1657,Post-1000 AD (should be trimmed): 1657,128540,I23240,Andres /de Cervantes y Carbajal/
BEF 1622,medieval_late,1,1622,Post-1000 AD (should be trimmed): 1622,128766,I23248,Jacinta de Pineda //
BET 1590 AND 1600,medieval_late,1,1590,Post-1000 AD (should be trimmed): 1590,128931,I23252,Francisco /de Velasco y Temiño/
BET 1660 AND 1665,medieval_late,1,1660,Post-1000 AD (should be trimmed): 1660,128939,I23252,Francisco /de Velasco y Temiño/
MAR 1584,medieval_late,1,1584,Post-1000 AD (should be trimmed): 1584,129823,I23272,Isabel /de Saavedra/
19 SEP 1652,medieval_late,1,1652,Post-1000 AD (should be trimmed): 1652,129831,I23272,Isabel /de Saavedra/
6 JUN 1661,medieval_late,1,1661,Post-1000 AD (should be trimmed): 1661,130127,I23281,Isabel /de Soria Cervantes y Alarcón/
AFT 1646,medieval_late,1,1646,Post-1000 AD (should be trimmed): 1646,130310,I23286,Iñigo /Cisneros De Mendoza/
2 JAN 1619,medieval_late,1,1619,Post-1000 AD (should be trimmed): 1619,130643,I23295,Juan /Ramírez de Arellano y Mejía de Oviedo/
23 MAY 1690,medieval_late,1,1690,Post-1000 AD (should be trimmed): 1690,130651,I23295,Juan /Ramírez de Arellano y Mejía de Oviedo/
28 SEP 1719,medieval_late,1,1719,Post-1000 AD (should be trimmed): 1719,130715,I23296,José /de Castilla-Portugal Villaseñor/
1 MAR 1657,medieval_late,1,1657,Post-1000 AD (should be trimmed): 1657,130769,I23297,/Porras Moreno/
13 AUG 1727,medieval_late,1,1727,Post-1000 AD (should be trimmed): 1727,130777,I23297,/Porras Moreno/
7 OCT 1655,medieval_late,1,1655,Post-1000 AD (should be trimmed): 1655,130846,I23298,Gabriel /Ponce de León y de Contreras/
11 NOV 1641,medieval_late,1,1641,Post-1000 AD (should be trimmed): 1641,131070,I23303,Martin Rodrigo de Contreras y Guillamas Orden Calatrava //
15 NOV 1642,medieval_late,1,1642,Post-1000 AD (should be trimmed): 1642,131298,I23310,Juana /Laso de Castilla/
29 AUG 1575,medieval_late,1,1575,Post-1000 AD (should be trimmed): 1575,132280,I23333,Francisco /López de Arriaga y Castro Salamanca/
10 OCT 1679,medieval_late,1,1679,Post-1000 AD (should be trimmed): 1679,132462,I23338,Gaspar /de Torquemada y Silva/
BEF 1745,medieval_late,1,1745,Post-1000 AD (should be trimmed): 1745,132616,I23341,Ana /López del Castillo/
1719,medieval_late,1,1719,Post-1000 AD (should be trimmed): 1719,132715,I23343,Pedro Asencio /López del Castillo/
14 MAY 1642,medieval_late,1,1642,Post-1000 AD (should be trimmed): 1642,133691,I23403,Juan /Velázquez de la Cadena/
27 MAY 1678,medieval_late,1,1678,Post-1000 AD (should be trimmed): 1678,133983,I23411,Antonio /Pacheco Uribe de la Cadena/
30 AUG 1570,medieval_late,1,1570,Post-1000 AD (should be trimmed): 1570,136448,I23572,María /de Astudillo y Astudillo/
5 JAN 1584,medieval_late,1,1584,Post-1000 AD (should be trimmed): 1584,160727,I25347,Juana /Ortíz de Zárate y Yupanqui/
28 JUN 548,ad_standard,1,548,,215420,I29687,Theodora //
19 JAN 532,ad_standard,1,532,,217466,I29807,Pompeius //
434,ad_standard,1,434,,220623,I29882,Areobindus //
367,ad_standard,1,367,,225966,I30024,Gratianus Funarius //
355,ad_standard,1,355,,226466,I30035,Fausta //
27 APR 408,ad_standard,1,408,,227242,I30068,Arcadius //
325,ad_standard,1,325,,229071,I30079,"Vettius Justus, I //"
AFT 326,ad_standard,1,326,,229446,I30100,Neratia Galla //
12 OCT 404,ad_standard,1,404,,229710,I30111,Aelia Eudoxia //
316,ad_standard,1,316,,234813,I30155,"Gaius Vettius, VII //"
275,ad_standard,1,275,,234997,I30166,Petronia Probiana /Volusianus/
AFT 325,ad_standard,1,325,,238036,I30232,Eutropia //
15 MAR 1903,recent,1,1903,Recent date (should not exist): 1903,238412,I30243,Saint Helena of the Cross //
245,ad_standard,1,245,,239830,I30264,Cossinia //
AFT 285,ad_standard,1,285,,240030,I30275,Lucius Publius Petronius /Volusianus/
AFT 292,ad_standard,1,292,,240804,I30319,Afranius Hanniballianus //
3 OCT 270,ad_standard,1,270,,241080,I30330,Flavius Eutropius //
253,ad_standard,1,253,,241557,I30341,Claudia Crispina //
AFT 225,ad_standard,1,225,,242669,I30396,Lucius Publius Probastus /Justus/
AFT 255,ad_standard,1,255,,242682,I30396,Lucius Publius Probastus /Justus/
BEF 220,ad_standard,1,220,,244600,I30505,Gaius /Asinius Lepidus/
AFT 222,ad_standard,1,222,,244613,I30505,Gaius /Asinius Lepidus/
MAY 394,ad_standard,1,394,,246276,I30577,Aelia Flavia /Flaccilla/
178,ad_standard,1,178,,251178,I30806,Servius Cornelius Scipio Orfitus Scipio Salvidenus /Orfitus/
22 JAN 205,ad_standard,1,205,,252337,I30871,Consul (203) - Gaius Fulvius Plautianus //
AFT 174,ad_standard,1,174,,252785,I30893,Consul (174) - Lucius Aurelius Gallus //
217,ad_standard,1,217,,255989,I30969,Julia Domna //
11 APR 145,ad_standard,1,145,,256293,I30980,"Septimus Severus, Roman Emperor //"
AFT 189,ad_standard,1,189,,257057,I30991,Marcus Nonius Arrius Mucianus //
AFT 163,ad_standard,1,163,,257420,I31011,Servius Cornelius Scipio Salvidienus Orfitus //
146,ad_standard,1,146,,260233,I31139,Gaius Ummidius Quadratus Annianus Verus /Fulvius/
AFT 160,ad_standard,1,160,,267013,I31333,Lucius Fulvius Rusticus /Aemilianus/
AFT 150,ad_standard,1,150,,268938,I31397,Lucius Plautius Octavianus //
BET 152 AND 158,ad_standard,1,152,,269686,I31430,Annia Cornificia Faustina //
10 AUG 117,ad_standard,1,117,,271825,I31518,"Hadrian, Roman Emperor //"
109,ad_standard,1,109,,272262,I31528,Publius Domitius Calvisius Tullus Ruso //
1 JAN 545,ad_standard,1,545,,273512,I31589,Abd Allah ibn Abd al-Muttalib //
128,ad_standard,1,128,,273826,I31593,Suffect Consul (128) - Lucius Caesennius Antoninus //
AFT 161,ad_standard,1,161,,274072,I31604,Arria Caesennia Paulina //
AFT 138,ad_standard,1,138,,275011,I31626,Marcus Nonius Mucianus Publius Delpius Peregrinus //
557,ad_standard,1,557,,277513,I31729,Khadija bint Khuwaylid //
APR 630,ad_standard,1,630,,280819,I31846,Zainab bint Muhammad //
14 MAR 624,ad_standard,1,624,,280990,I31847,Ruqayya bint Muhammad //
16 APR 630,ad_standard,1,630,,281821,I31860,Ibrahim ibn Muhammad //
27 JAN 632,ad_standard,1,632,,281834,I31860,Ibrahim ibn Muhammad //
MAR 634,ad_standard,1,634,,283746,I31909,Abu al-'As bin ar-Rabeea' //
103,ad_standard,1,103,,285412,I31950,"Trajan, Roman Emperor //"
9 AUG 117,ad_standard,1,117,,285450,I31950,"Trajan, Roman Emperor //"
3 OCT 900,ad_standard,1,900,,288679,I32054,« القائم بالحق » محمد بن زيد //
556,ad_standard,1,556,,289286,I32082,Amr (Abu Jahl) bin /Hishām/
7 NOV 657,ad_standard,1,657,,290636,I32120,Talha /bin Ubaydullah/
BET 582 AND 583,ad_standard,1,582,,290968,I32134,عمر بن الخطاب - خلیفه دوم از خلفای راشدین //
9 JAN 626,ad_standard,1,626,,292917,I32178,Husayn ibn Ali //
11 JAN 626,ad_standard,1,626,,292930,I32178,Husayn ibn Ali //
19 JAN 379,ad_standard,1,379,,294594,I32181,Theodosius I //
8 NOV 395,ad_standard,1,395,,294633,I32181,Theodosius I //
17 JAN 396,ad_standard,1,396,,294647,I32181,Theodosius I //
26 SEP 1045,medieval_late,1,1045,Post-1000 AD (should be trimmed): 1045,303687,I32441,Nizar //
BEF 100,ad_standard,1,100,,303781,I32442,Marcia //
14 FEB 585,ad_standard,1,585,,307227,I32585,Amr bin /Al-'As/
10 JUN 676,ad_standard,1,676,,310444,I32741,سكينة‎ //
727,ad_standard,1,727,,315866,I32931,أبو العباس عبد الله السفاح //
TO 131,ad_standard,1,131,,360951,I33895,Quintus Fabius /Maximus/
TO 122,ad_standard,1,122,,365419,I33933,Λαοδίκη ἡ Θεά καὶ Φιλάδελφος //
TO 113,ad_standard,1,113,,367532,I33952,Quintus Fabius Maximus /Allobrogicus/
TO 152,ad_standard,1,152,,367857,I33955,Marcus Aemilius Lepidus //
TO 153,ad_standard,1,153,,368470,I33960,Cornelia (osäker) Scipionis II //
TO 154,ad_standard,1,154,,370109,I33978,Marcus Porcius Cato Salonianus //
TO 218,ad_standard,1,218,,375146,I34007,Marcus Aemilius Lepidus //
TO 256,ad_standard,1,256,,377677,I34032,Pacuvius Calavius /Calavius/
TO 202,ad_standard,1,202,,379933,I34042,Պտողեմեոս //
TO 148,ad_standard,1,148,,381655,I34047,Marcus Claudius /Marcellus/
TO 209,ad_standard,1,209,,381673,I34047,Marcus Claudius /Marcellus/
TO 143,ad_standard,1,143,,381973,I34050,"Lucius Julius Caesar, II //"
TO 160,ad_standard,1,160,,385808,I34060,Consul (182 & 168 BC) - Lucius Aemilius Paullus Macedonicus //
TO 245,ad_standard,1,245,,386140,I34062,Gnaeus Cornelius /Lentulus/
TO 124,ad_standard,1,124,,386531,I34066,Marcus Livius /Drusus/
TO 230,ad_standard,1,230,,387445,I34076,Publius Cornelius Rufinus Sulla //
AFT 218,ad_standard,1,218,,388178,I34084,"Marcus Aemilius Lepidus, Consul //"
TO 182,ad_standard,1,182,,389423,I34092,Πτολεμαίος //
TO 177,ad_standard,1,177,,392170,I34103,Marcus Claudius /Marcellus/
TO 144,ad_standard,1,144,,393217,I34112,Lucius Licinius /Lucullus/
TO 213,ad_standard,1,213,,393516,I34117,Lucius Cornelius /Lentulus/
TO 299,ad_standard,1,299,,395524,I34134,Titus Manlius /Torquatus/
TO 238,ad_standard,1,238,,396940,I34145,Πτολεμαίος //
TO 241,ad_standard,1,241,,397610,I34147,Ἀντίoχoς //
TO 223,ad_standard,1,223,,398792,I34149,Λαοδίκη //
TO 208,ad_standard,1,208,,400265,I34155,Marcus Claudius /Marcellus/
TO 292,ad_standard,1,292,,403131,I34187,"Marcus Aemilius Barbula, Dictator //"
TO 290,ad_standard,1,290,,405529,I34196,Շամուշ //
TO 240,ad_standard,1,240,,405817,I34197,Mιθριδάτης //
TO 302,ad_standard,1,302,,407461,I34210,Marcus Aemilius /Paullus/
TO 305,ad_standard,1,305,,409523,I34230,Arsinoe I //
TO 325,ad_standard,1,325,,410395,I34232,Μάγας //
TO 304,ad_standard,1,304,,410629,I34233,Ἀπάμα //
TO 236,ad_standard,1,236,,411086,I34236,Λαοδίκη //
TO 286,ad_standard,1,286,,411105,I34236,Λαοδίκη //
TO 287,ad_standard,1,287,,411338,I34237,Ἀντίοχος //
TO 174,ad_standard,1,174,,412631,I34246,Marcus Sempronius /Tudianus/
TO 341,ad_standard,1,341,,413809,I34257,Consul (298 BC) - Lucius Cornelius Scipio Barbatus //
TO 340,ad_standard,1,340,,414104,I34259,Titus Manlius /Torquatus/
TO 430,ad_standard,1,430,,414309,I34261,Lucius Quinctius /Cincinnatus/
TO 519,ad_standard,1,519,,414327,I34261,Lucius Quinctius /Cincinnatus/
TO 281,ad_standard,1,281,,414944,I34267,Λυσίμαχος //
TO 360,ad_standard,1,360,,414963,I34267,Λυσίμαχος //
1 JAN 367,ad_standard,1,367,,415813,I34270,Πτολεμαῖος //
TO 318,ad_standard,1,318,,416502,I34271,Phillippus /of Macedonia/
TO 261,ad_standard,1,261,,416703,I34272,Αντίοχος //
TO 268,ad_standard,1,268,,417307,I34273,Στρατoνίκη //
TO 317,ad_standard,1,317,,418287,I34277,"Mithridates /Mithrenes, King of Armenia/"
TO 352,ad_standard,1,352,,419075,I34284,Lucius Aemulius /Memercinus/
TO 405,ad_standard,1,405,,419093,I34284,Lucius Aemulius /Memercinus/
TO 273,ad_standard,1,273,,419388,I34287,Appius Claudius Caecus //
TO 319,ad_standard,1,319,,421068,I34303,Αντίπατρος //
TO 283,ad_standard,1,283,,424038,I34312,Δημήτριος //
TO 337,ad_standard,1,337,,424057,I34312,Δημήτριος //
TO 288,ad_standard,1,288,,424492,I34313,Φίλα //
TO 440,ad_standard,1,440,,425271,I34319,Lucius Aemulius /Mamercus/
BET 426 AND 409,ad_standard,1,426,,426372,I34331,"Mam. Aemilius Mamernicus, Dictator //"
TO 329,ad_standard,1,329,,427080,I34338,Σπιταμένης //
TO 375,ad_standard,1,375,,428092,I34342,Stratonice /of Thrace/
TO 509,ad_standard,1,509,,428296,I34344,Consul (509 BC) - Lucius Junius Brutus //
TO 426,ad_standard,1,426,,428715,I34347,Lucius Aemilius /Mamercinus/
TO 500,ad_standard,1,500,,429509,I34356,Marcus Aemilius Mamernicus //
TO 412,ad_standard,1,412,,429902,I34360,Φιλιππoς; //
TO 445,ad_standard,1,445,,430180,I34363,Stateira //
TO 456,ad_standard,1,456,,430373,I34364,الملك أرتازركسيس- أردشير الثاني /بن الملك داريوس الثاني/
TO 455,ad_standard,1,455,,432914,I34383,Parysatis //
TO 579,ad_standard,1,579,,433186,I34385,"Lucius Tarquinius Priscus, King of Rome //"
TO 379,ad_standard,1,379,,433387,I34386,"Lucius Julius Jullus, V //"
TO 451,ad_standard,1,451,,433984,I34390,Appius Claudius Crassus Regillensis /Crassus/
TO 520,ad_standard,1,520,,434948,I34401,Ὑδάρνης //
TO 514,ad_standard,1,514,,435051,I34402,Cosmartidene //
TO 545,ad_standard,1,545,,436374,I34410,Mamercus /Aemilius/
TO 470,ad_standard,1,470,,436635,I34413,Appius Claudius Sabinus /Consul/
TO 399,ad_standard,1,399,,437314,I34422,"Archelaus I, king of Macedonia //"
TO 485,ad_standard,1,485,,439474,I34436,Περδίκκας //
BEF 505,ad_standard,1,505,,439803,I34440,Sister of Darius I //
AFT 535,ad_standard,1,535,,439821,I34440,Sister of Darius I //
TO 703,ad_standard,1,703,,441218,I34444,Tatia //
TO 749,ad_standard,1,749,,441237,I34444,Tatia //
TO 753,ad_standard,1,753,,441367,I34445,King of Rome II - Numa Pompilius (716-672 BC) //
TO 521,ad_standard,1,521,,442978,I34459,Ὑστάσπης //
TO 529,ad_standard,1,529,,443456,I34462,כורש השני מלך פרס //
MAR 537,ad_standard,1,537,,444541,I34463,Cassandane Mother of Atossa //
TO 748,ad_standard,1,748,,444811,I34466,Titus Tatius //
TO 779,ad_standard,1,779,,444830,I34466,Titus Tatius //
TO 539,ad_standard,1,539,,446141,I34480,Gobryas /of Babylon/
TO 613,ad_standard,1,613,,446262,I34481,Daughter of Nabu-balatsu-igbi /of Babylon/
TO 559,ad_standard,1,559,,446382,I34482,"Cambyses I, king of Anshan //"
TO 630,ad_standard,1,630,,446401,I34482,"Cambyses I, king of Anshan //"
TO 547,ad_standard,1,547,,448169,I34495,Adad-Guppi //
TO 649,ad_standard,1,649,,448188,I34495,Adad-Guppi //
TO 660,ad_standard,1,660,,448577,I34496,کوروش //
TO 606,ad_standard,1,606,,449936,I34507,"Phavos, king of Armenia //"
TO 675,ad_standard,1,675,,450047,I34508,"Teispes, king of Anshan //"
TO 584,ad_standard,1,584,,450617,I34512,"Cyaxares, king of Media //"
TO 562,ad_standard,1,562,,450848,I34513,"Alyattes, king of Lydia //"
TO 631,ad_standard,1,631,,450867,I34513,"Alyattes, king of Lydia //"
TO 669,ad_standard,1,669,,452732,I34537,"Esarhaddon, king of Assyria //"
TO 624,ad_standard,1,624,,453230,I34541,"Ardys II, king of Lydia //"
TO 681,ad_standard,1,681,,454081,I34554,"Sennacherib, king of Assyria //"
TO 740,ad_standard,1,740,,454100,I34554,"Sennacherib, king of Assyria //"
TO 680,ad_standard,1,680,,454628,I34556,Phraortes I /Phraortes/
TO 745,ad_standard,1,745,,454647,I34556,Phraortes I /Phraortes/
TO 679,ad_standard,1,679,,454968,I34559,Γύγης //
TO 705,ad_standard,1,705,,455702,I34568,"סרגון השני, מלך אשור //"
TO 760,ad_standard,1,760,,455721,I34568,"סרגון השני, מלך אשור //"
TO 714,ad_standard,1,714,,455996,I34570,"Cyaxares /Medina, van/"
TO 727,ad_standard,1,727,,456771,I34582,"Tiglath-Pileser, king of Assyria //"
TO 775,ad_standard,1,775,,457109,I34583,Deiokes of /Media/
TO 782,ad_standard,1,782,,457541,I34590,"Adad-nirari III, king of Assyria //"
TO 800,ad_standard,1,800,,457761,I34591,"Daskylos /Medina, van/"
TO 811,ad_standard,1,811,,458045,I34596,"Shamshi-Adad V, king of Assyria //"
TO 860,ad_standard,1,860,,458064,I34596,"Shamshi-Adad V, king of Assyria //"
TO 797,ad_standard,1,797,,458266,I34597,Sammuramat (Semiramis) Regent of Assyria //
TO 840,ad_standard,1,840,,458285,I34597,Sammuramat (Semiramis) Regent of Assyria //
TO 824,ad_standard,1,824,,458563,I34602,"Shalmaneser III, king of Assyria //"
TO 880,ad_standard,1,880,,458582,I34602,"Shalmaneser III, king of Assyria //"
TO 884,ad_standard,1,884,,459329,I34610,"Tukulti-Ninurta II, king of Assyria //"
TO 930,ad_standard,1,930,,459348,I34610,"Tukulti-Ninurta II, king of Assyria //"
TO 891,ad_standard,1,891,,459608,I34614,"Adad-nirari II, king of Assyria //"
TO 950,ad_standard,1,950,,459627,I34614,"Adad-nirari II, king of Assyria //"
TO 912,ad_standard,1,912,,460122,I34618,"Ashur-dan II, king of Assyria //"
TO 975,ad_standard,1,975,,460141,I34618,"Ashur-dan II, king of Assyria //"
TO 770,ad_standard,1,770,,460330,I34620,Ἀριστόμαχος //
TO 935,ad_standard,1,935,,460537,I34621,"Tiglath-Pileser II, king of Assyria //"
TO 995,ad_standard,1,995,,460556,I34621,"Tiglath-Pileser II, king of Assyria //"
BET 972 AND 967,ad_standard,1,972,,460917,I34624,"Aššūr-reš-iši II, king of Assyria //"
TO 967,ad_standard,1,967,,460936,I34624,"Aššūr-reš-iši II, king of Assyria //"
TO 1045,medieval_late,1,1045,Post-1000 AD (should be trimmed): 1045,461168,I34627,"Ashur-rabi II, king of Assyria //"
TO 972,ad_standard,1,972,,461187,I34627,"Ashur-rabi II, king of Assyria //"
TO 1080,medieval_late,1,1080,Post-1000 AD (should be trimmed): 1080,461441,I34630,"Ashurnasirpal I, king of Assyria //"
TO 1050,medieval_late,1,1050,Post-1000 AD (should be trimmed): 1050,461647,I34633,"Shamshi-Adad IV, king of Assyria //"
TO 1110,medieval_late,1,1110,Post-1000 AD (should be trimmed): 1110,461666,I34633,"Shamshi-Adad IV, king of Assyria //"
TO 1076,medieval_late,1,1076,Post-1000 AD (should be trimmed): 1076,461851,I34636,Tiglath-Pileser I //
TO 1145,medieval_late,1,1145,Post-1000 AD (should be trimmed): 1145,461870,I34636,Tiglath-Pileser I //
TO 1116,medieval_late,1,1116,Post-1000 AD (should be trimmed): 1116,462069,I34639,"Ashur-resh-ishi I, king of Assyria //"
TO 1175,medieval_late,1,1175,Post-1000 AD (should be trimmed): 1175,462088,I34639,"Ashur-resh-ishi I, king of Assyria //"
TO 1133,medieval_late,1,1133,Post-1000 AD (should be trimmed): 1133,462596,I34650,Ashur-Dan I //
TO 1200,medieval_late,1,1200,Post-1000 AD (should be trimmed): 1200,462615,I34650,Ashur-Dan I //
TO 1180,medieval_late,1,1180,Post-1000 AD (should be trimmed): 1180,462845,I34657,"Ninurta-apil-Ekur, king of Assyria //"
TO 1230,medieval_late,1,1230,Post-1000 AD (should be trimmed): 1230,462864,I34657,"Ninurta-apil-Ekur, king of Assyria //"
TO 1270,medieval_late,1,1270,Post-1000 AD (should be trimmed): 1270,463110,I34668,Ila-Hadda /of Assyria/
TO 1233,medieval_late,1,1233,Post-1000 AD (should be trimmed): 1233,463826,I34703,Shalmaneser I //
TO 1300,medieval_late,1,1300,Post-1000 AD (should be trimmed): 1300,463845,I34703,Shalmaneser I //
TO 1263,medieval_late,1,1263,Post-1000 AD (should be trimmed): 1263,464127,I34714,Adad-nirari I //
TO 1330,medieval_late,1,1330,Post-1000 AD (should be trimmed): 1330,464146,I34714,Adad-nirari I //
TO 1360,medieval_late,1,1360,Post-1000 AD (should be trimmed): 1360,464551,I34724,Arik-den-ili //
TO 1390,medieval_late,1,1390,Post-1000 AD (should be trimmed): 1390,465038,I34736,Enlil-nirari //
TO 1366,medieval_late,1,1366,Post-1000 AD (should be trimmed): 1366,465804,I34760,Eriba-Adad I //
TO 1430,medieval_late,1,1430,Post-1000 AD (should be trimmed): 1430,465823,I34760,Eriba-Adad I //
TO 1398,medieval_late,1,1398,Post-1000 AD (should be trimmed): 1398,466172,I34770,"Aššūr-bēl-nīšēšu, king of Assyria //"
TO 1460,medieval_late,1,1460,Post-1000 AD (should be trimmed): 1460,466191,I34770,"Aššūr-bēl-nīšēšu, king of Assyria //"
TO 1407,medieval_late,1,1407,Post-1000 AD (should be trimmed): 1407,466608,I34783,Ashur-nirari II //
TO 1485,medieval_late,1,1485,Post-1000 AD (should be trimmed): 1485,466627,I34783,Ashur-nirari II //
TO 1415,medieval_late,1,1415,Post-1000 AD (should be trimmed): 1415,467103,I34797,Enlil-Nasir II //
TO 1451,medieval_late,1,1451,Post-1000 AD (should be trimmed): 1451,467349,I34804,Ashur-rabi I //
TO 1505,medieval_late,1,1505,Post-1000 AD (should be trimmed): 1505,467368,I34804,Ashur-rabi I //
TO 1466,medieval_late,1,1466,Post-1000 AD (should be trimmed): 1466,467618,I34812,Enlil-nasir I //
TO 1530,medieval_late,1,1530,Post-1000 AD (should be trimmed): 1530,467637,I34812,Enlil-nasir I //
TO 1479,medieval_late,1,1479,Post-1000 AD (should be trimmed): 1479,467903,I34820,Puzur-Ashur III //
TO 1550,medieval_late,1,1550,Post-1000 AD (should be trimmed): 1550,467922,I34820,Puzur-Ashur III //
TO 1503,medieval_late,1,1503,Post-1000 AD (should be trimmed): 1503,468090,I34825,Ashur-nirari I //
TO 1580,medieval_late,1,1580,Post-1000 AD (should be trimmed): 1580,468109,I34825,Ashur-nirari I //
TO 1562,medieval_late,1,1562,Post-1000 AD (should be trimmed): 1562,468220,I34827,Ishme-Dagan II //
TO 1605,medieval_late,1,1605,Post-1000 AD (should be trimmed): 1605,468239,I34827,Ishme-Dagan II //
TO 1578,medieval_late,1,1578,Post-1000 AD (should be trimmed): 1578,468339,I34828,Shamshi-Adad II //
TO 1630,medieval_late,1,1630,Post-1000 AD (should be trimmed): 1630,468357,I34828,Shamshi-Adad II //
TO 1584,medieval_late,1,1584,Post-1000 AD (should be trimmed): 1584,468451,I34829,Erishum III //
TO 1650,medieval_late,1,1650,Post-1000 AD (should be trimmed): 1650,468470,I34829,Erishum III //
