# Complete genealogy data for entities with Wikidata QIDs
qid,english_label,english_description,wikidata_ids,geni_ids,uuid_ids,genealogy_ids,fathers,mothers,children,spouses
Q147587,Michael Doukas,,Q6829943,,,Doukas-10,,,,
Q147589,John Doukas,,Q3131293,,,,,,,
Q147591,Theodora Doukaina,,Q61140664,,,,,,,
Q147593,Konstantinos Doukas,,Q75254262,,,,,,,
Q147595,Stephanos Doukas,,Q75198210,,,,,,,
Q147597,Anna Doukaina,,Q61140665,,,I00139082,,,,
Q147599,Nikephoros Bryennios the Younger,,Q383003,,,429202;I00512510;Bryennios-1;Nikephoros_Bryennios_(1),,,,
Q147601,Alexios Komnenos,,Q80465480,,,I00799580,,,,
Q147603,Q130681251,,Q130681251,,,,,,,
Q147605,Eirene Doukaina,,Q131568681,,,,,,,
Q147607,Nikephoros Katakalon,,Q7034843,,,,,,,
Q147609,Alexios Komnenos,,Q115689646,,,,,,,
Q147612,Andronikos Euphorbenos,,Q105966067,,,,,,,
Q147614,John Komnenos,,Q115689792,,,,,,,
Q147616,John Tzelepes Komnenos,,Q1219238,,,John_Tzelepes_Komnenos_(1),,,,
Q147618,Anna Komnene,,Q122802384,,,251846,,,,
Q147620,Michael Iassites,,Q20971257,,,,,,,
Q147622,Konstantinos Angelos,,Q1247876,6000000013003314172,,148787;I00049912;Angelos-2;p22003.htm#i220030;Konstantinos_Angelos_(8),,,,
Q147624,Isaac Angelos Doukas,,Q12900551,,,Isaak_Angelos_(1),,,,
Q147626,Maria Angelina,,Q12221454,,,Maria_Angelina_(1),,,,
Q147630,"Isaakios Angelos, Military Governor of Cilicia",,Q101499976,,,I00049860,,,,
Q147632,Alexios Komnenos Angelos,,Q110196472,,,,,,,
Q147634,Eudocia Angelina,,Q110201937,,,,,,,
Q147636,Zoe Angelina,,Q110217035,,,,,,,
Q147638,Beloš Vukanović,,Q369755,,,1150648;Beloš_Vukanović_(1),,,,
Q147640,Uroš II of Rascia,,Q1932643,,,369426;Uroš_II_Prvoslav_(1),,,,
Q147642,Desa,,Q16901299,,,1150647;Desa_of_Rascia_(1),,,,
Q147646,Mikula,,Q4293220,,,,,,,
Q147648,Q111660756,,Q111660756,,,319026;p=svoboda;n=de coumanie,,,,
Q147650,Q125178097,,Q125178097,,,319029;p=vsevolod;n=rurikides;oc=11,,,,
Q147652,Q125178091,,Q125178091,,,,,,,
Q147654,Maria Olegovna,,Q49613123,,,p=marina;n=rurikides;oc=1,,,,
Q147656,Q115339705,,Q115339705,,,,,,,
Q147658,Q115340008,,Q115340008,,,,,,,
Q147660,Leonhard Wlast,,Q131731704,,,I00118403,,,,
Q147662,Vladimir Yurevich,,Q4113072,,,651;p=vladimir;n=rurikides;oc=32,,,,
Q147664,Peter of Murom,,Q4153691,,,653;I00174668;p=david;n=rurikides;oc=2,,,,
Q147666,Yury Yuryevich,,Q4534890,,,652;p=georges;n=rurikides;oc=12,,,,
Q147668,Gleb Vladimirovich,,Q4139569,,,530635;p=gleb;n=rurikides;oc=14,,,,
Q147670,Oleg Vladimirovich,,Q4333468,,,530639;p=oleg;n=rurikides;oc=11,,,,
Q147672,Izyaslav Vladimirovich,,Q4198925,,,530649;p=isiaslav;n=rurikides;oc=7,,,,
Q147674,Konstantin Vladimirovich,,Q4231304,,,530643;p=constantin;n=rurikides;oc=14,,,,
Q147676,Mikhail Vsevolodovich,,Q4297173,,,530663;p=mikhail;n=rurikides;oc=14,,,,
Q147678,Rostyslav Ivanovych,,Q4398423,,,428961;p=rostislav;n=rurikides;oc=9,,,,
Q147680,Mór O'Mulloy,,Q112962359,,,I00117051,,,,
Q147682,Diarmait Ua Briain,,Q3026342,,,I00117056;Briain-6;p10286.htm#i102851;p=dermord;n=o+brien|p=diarmait;n=o+brien,,,,
Q147685,Tadhg,,Q112962481,,,I00117055,,,,
Q147687,"Murrough Mor MacMahon, Prince of Corkobaskin",,Q116073431,,,I00758614,,,,
Q147689,Steinvör Sighvatsdóttir,,Q1593065,6000000001886693300,,Sighvatsdottir-1,,,,
Q147691,Sturla Sighvatsson,,Q2427752,6000000002890541177,,,,,,
Q147693,Snorri Sturluson,,Q102323,3250062,,Sturluson-5;22962296;alvin-person:26311,,,,
Q147695,Astrid Roesdotter,,Q75393571,6000000011793017506,,57415;I00280220;Roesdottir-1;p11303.htm#i113024;Unknown_Astrid_(6);p=astrid;n=n,,,,
Q147697,Guttorm of Norway,,Q455378,4076737,,I00791638;Sigurdsson-203;p11303.htm#i113028;Guttorm_of_Norway_(1),,,,
Q147699,Haakon IV of Norway,,Q316039,6000000000351087701,,57421;I00049974;Håkonsson-41;p11304.htm#i113031;Haakon_IV_of_Norway_(1);p=haakon;n=yngling;oc=4;80827144,,,,
Q147701,Ulf Holmgersson Ama,,Q6219139,,,I00489046,,,,
Q147703,Catherine of Ymseborg,,Q2721477,,,863142;I00079339;Sunesdotter-9;p11308.htm#i113079;Catherine_of_Ymseborg_(1);p=katarina;n=folkungaatten;oc=2,,,,
Q147705,Benedicta of Bjelbo,,Q4981287,,,1435927;I00280460;Sunesdatter-2;Benedikte_of_Ymseborg_(1),,,,
Q147707,Rörik,,Q101247375,,,I00307100;Birgersson-30,,,,
Q147709,"Birger Röriksson (Balk av Strand), Lord of Strand",,Q101247372,,,I00307098;Röriksson-4,,,,
Q147711,NN Röriksdotter,,Q101247377,,,I00307099,,,,
Q147713,Knut Magnusson,,Q1777650,,,,,,,
Q147715,NN,,Q96240834,,,I00721575,,,,
Q147717,Filip,,Q5730329,6000000017990892787,,I00280179;Filip_Rumby_(1);p=filip;n=aspenas atten,,,,
Q147719,Birger Filipsson,,Q5576547,6000000005436735213,,Filipsson-7,,,,
Q147721,Johan Filipsson,,Q5884317,6000000007104160939,,I00280194;Filipson-1;Johan_Aspenäsätten_(1),,,,
Q147723,NN Filipsdotter,,Q101247326,,,I00495388,,,,
Q147725,Azzo V d'Este,,Q2875304,,,404367;I00020830;Este-33;p70422.htm#i704211;Azzo_V_d'Este_(1);p=alberto azzo;n=d este,,,,
Q147727,Hermann of Calvelage,,Q118130303,,,,,,,
Q147729,Heinrich,,Q15814735,,,I00330352;Heinrich_von_Ravensberg_(1),,,,
Q147731,Alv Erlingsson,,Q448091,6000000003362862571,,I00710306;Erlingsson-21;Alv_Erlingsson_Tanberg_(1),,,,
Q147733,Ingebjorg Erlingsdottir av Tornberg,,Q101247950,6000000008242035482,,I00500419,,,,
Q147735,NN,,Q101247944,,,I00261518,,,,
Q147737,Haakon the Young,,Q888209,356575805210011493,,I00525689;Håkonsson-42;p11304.htm#i113039;Haakon_Haakonsson_Prince_Of_(1)|Haakon_Haakonsson_the_Young_(1);p=haakon;n=yngling,,,,
Q147739,"Christina of Norway, Infanta of Castile",,Q1796659,6000000012724604098,,Håkonsdatter-65;p11305.htm#i113042;Princess_Kristine_(1);8124875,,,,
Q14774,Hino Sukena,,Q50286794,,,,,,,
Q147741,Magnus VI of Norway,,Q334673,6000000000351087690,,57424;I00020603;Håkonsson-40;p11290.htm#i112893;Magnus_VI_of_Norway_(1);9503890,,,,
Q147743,Olav Haakonsson,,Q75291901,6000000014571490084,,p4282.htm#i42812,,,,
Q147745,Giric,,Q139139,,,p251.htm#i2509,,,,
Q147747,Rhun ab Arthgal,,Q1086036,,,Strathclyde-3;p10291.htm#i102903;Run_of_Alt_Clut_(1),,,,
Q147749,"Eochaid, son of Rhun",,Q448307,,,"MacAlpin-85;p10291.htm#i102904;Eochaid,_son_of_Rhun_(1)",,,,
Q14775,Hino Suketomo,"Japanese Confucian philosopher, kugyō (high-ranking politician) in the early 14th century",Q11510642,,,,,,,
Q147751,Fáelán mac Forbasaig,,Q5511386,,,Mac_Forbasaig-1;Fáelán_Mac_Forbasaig_(1),,,,
Q147753,Athiocht (?),,Q76121925,,,Ingen_Cein-1;p54614.htm#i546138;Aitheachda_O'Connor_(1),,,,
Q147755,Breasal of Brega,,Q76121928,,,p54615.htm#i546141,,,,
Q147757,Fachtna (?),,Q76121938,,,p54615.htm#i546148,,,,
Q147759,Oengus (?),,Q76121939,,,p54615.htm#i546149,,,,
Q14776,Yanagiwara Sukeakira,Japanese nobleman (1297–1353),Q11534160,,,,,,,
Q147761,"Murchad, King of Ailech",,Q76121940,,,p54615.htm#i546150,,,,
Q147763,Muiredach Muillethan,,Q6933207,6000000008248299023,,Mac_Fergus-22;Muiredach_Muillethan_(1)|Muireadach_Mac_Fergus_(1),,,,
Q147765,Cathal mac Muiredaig,,Q5052057,,,Mac_Muiredach_Muillethan-1;Cathal_Mac_Muireadach_(1)|Cathal_mac_Muiredaig_(1),,,,
Q147767,Áed Balb mac Indrechtaig,,Q6600849,,,Mac_Indrechtach-7;Áed_Balb_mac_Indrechtaig_(1)|Aedh_Mac_Indrechtach_(1),,,,
Q147769,Murgal MacIndrechtach,,Q110702481,6000000000437016461,,,,,,
Q14777,Kenshun,,Q11635076,,,,,,,
Q147771,Flann mac Congalaig,,Q5457404,,,Mac_Congalach-11;Flann_mac_Congalaig_(1),,,,
Q147774,Murchad Midi,,Q3328051,,,Mac_Diarmato-1;p15011.htm#i150108;Murchadh_O'Neill_(1);p=murchad midi;n=de meath,,,,
Q147776,"Fergal, King of Ailech",,Q76121967,,,p54617.htm#i546169,,,,
Q147778,Máel Sechnaill,,Q75675843,,,Mac_Máel_Ruanaid-1;p28410.htm#i284094,,,,
Q147780,Murchad Glun re Lar mac Flaithbertaigh,,Q80246085,,,,,,,
Q147782,Lorcan mac Lachtnai,,Q116073513,,,I00424560;MacLachtnae-3;Lorcan_Unknown_(1);p=lorccain;n=mac lachtna,,,,
Q147784,Mathgamain mac Cennétig,,Q3298548,,,Mac_Cennétig-3;p18895.htm#i188944;Mathgamain_mac_Cennétig_(1),,,,
Q147786,Echthighern mac Cennétig,,Q5332845,,,,,,,
Q147788,Cathal mac Conchobair,,Q2941775,6000000009438371413,,Macconchobair-1;p=cathal;n=mac conchobair,,,,
Q147790,Creassa inion Urchadh,,Q5183415,,,Cres_O'Flaherty_(1);p=cressa;n=ingen aurchada,,,,
Q147792,Máel Ruanaid Mór mac Tadg,,Q6949554,,,p50282.htm#i502820,,,,
Q147794,Conchobar mac Tadg,,Q12956655,6000000008177427680,,Connaught-10;p54391.htm#i543906;Conchobhar_macTadg_(1),,,,
Q147796,"Ardgar, King of Ailech",,Q2860728,,,Mac_Lochlainn-10;p15013.htm#i150128,,,,
Q147798,"Aedh 'Athlamhan', King of Ailech",,Q76048218,,,Mac_Flaithbertach-18;p49366.htm#i493655,,,,
Q147800,Domnall,,Q76121999,,,p54620.htm#i546192,,,,
Q147802,Muircheartach (?),,Q76122000,,,p54620.htm#i546193,,,,
Q147804,Muiredach,,Q76122002,,,p54620.htm#i546194,,,,
Q147806,Muiredach,,Q76122003,,,p54620.htm#i546195,,,,
Q147808,Cerball mac Domnaill,,Q130331956,,,,,,,
Q14781,Nakahara no Morokazu,,Q11363140,,,,,,,
Q147810,Donnchad mac Domnail,,Q106189207,,,,,,,
Q147812,Gilla Pátraic Rúad,,Q106203838,,,,,,,
Q147814,"Donnchad mac Diarmata, 'Máel na mBó'",,Q112962415,,,I00313175;Diarmait-4;Mail_Na_mBó_(1);p=donnchad;n=mael na mbo,,,,
Q147816,Murchad mac Diarmata,,Q3328054,,,I00300983;Mac_Diarmata-109;p10286.htm#i102857;Murchadh_mac_Diarmata_(1);p=murchad;n=macdiarmuid,,,,
Q147818,Énna mac Diarmata,,Q55600273,,,MacDiarmata-2;Enna_Unknown_(1);p=enna;n=macdiarmata,,,,
Q147820,Þórir Hámundsson,,Q15901190,3137665,,,,,,
Q147822,Sigríður Þórarinsdóttir,,Q133796450,3137573,,Þórarinsdóttir-49,,,,
Q147824,Ann Naddodsdóttir,,Q558568,,,145251,,,,
Q147826,Domar,,Q3034674,,,Domaldasson-5;Domar_Unknown_(1),,,,
Q147828,Hel,,Q191589,,,,,,,
Q147830,Areobindus,,Q1282468,6000000000700945532,,398213,,,,
Q147832,Otto I von Dießen,,Q65224794,,,Count_of_Diessen-4,,,,
Q147834,Thancrat (?),,Q76298831,,,p67179.htm#i671781,,,,
Q147836,Ratlind Erchenrat,,Q76298979,,,p67188.htm#i671875,,,,
Q147838,Uuigfrid (?),,Q76298863,,,p67181.htm#i671802,,,,
Q147840,Theotholdi (?),,Q76298838,,,p67179.htm#i671785,,,,
Q147842,Amilger (?),,Q76298532,,,p67161.htm#i671601,,,,
Q147844,Otachero (?),,Q76298761,,,p67174.htm#i671740,,,,
Q147846,Steyning (?),,Q76298808,,,p67177.htm#i671768,,,,
Q147848,Thanchrat (?),,Q76298822,,,p67178.htm#i671776,,,,
Q147850,Hartpret (?),,Q76298669,,,p67169.htm#i671681,,,,
Q147852,Brettold (?),,Q76298573,,,p67163.htm#i671626,,,,
Q147854,Isolde (?),,Q76298697,,,p67170.htm#i671700,,,,
Q147857,Wilgam (?),,Q76298894,,,p67183.htm#i671821,,,,
Q147859,Adelinde (?),,Q76298509,,,p67159.htm#i671585,,,,
Q147861,Thanchrat (?),,Q76298824,,,p67178.htm#i671777,,,,
Q147863,Wiard of Reynel,,Q97367108,6000000009187331359,,I00046912|I00163419;p=wiard;n=de+reynel,,,,
Q147865,Marguerite de la Roche,,Q22337636,,,1019183;I00163410;Marguerite_de_la_Roche_(1);p=marguerite;n=de la roche sur l ognon,,,,
Q147867,Renaud of Vaudémont,,Q3424987,,,p=renaud;n=de vaudemont,,,,
Q147869,Henry II of Vaudémont,,Q826554,,,1019184;I00027475;Henry_of_Vaudémont_(2);p=henri;n=de vaudemont,,,,
Q14787,Kintoshi Tokudaiji,,Q11489568,,,,,,,
Q147871,"Jacques de Vaudémont, Sire de Bainville et Bertringen",,Q110602355,,,I00163411;p=jacques;n=de vaudemont,,,,
Q147873,Daufer Mutus,,Q87281249,,,Salerno-38,,,,
Q147875,Guaifer of Salerno,,Q2705981,,,Salerno-37;p=guaiferio;n=di salerno,,,,
Q147877,Landelaicha of Capua,,Q124460110,,,Capua-5;p=landelaica;n=di capua,,,,
Q147879,Gaitelgrima of Benevento,,Q124424132,,,Benevento-2;p=gaitelgrima;n=di benevento;oc=1,,,,
Q14788,Koga Tomomichi,Japanese politician,Q19759244,,,,,,,
Q147881,Gisulf I of Salerno,,Q2705844,6000000001412933678,,Salerno-36;Gisulf_of_Salerno_(1);p=gisolfo;n=di salerno,,,,
Q147883,Rotilda of Salerno,,Q124473154,,,p=rotilda;n=di salerno,,,,
Q147885,Radelgar of Benevento,,Q2423073,,,,,,,
Q147887,Ursus of Benevento,,Q2601706,,,Benevento-30;p=orso;n=di benevento;oc=1,,,,
Q147889,Giovanni Crescenzi,,Q116474013,,,447805;I00442544;p=ioannes;n=dei crescenzi,,,,
Q147891,John XIII,,Q181952,,,447801;I00442496;Crescenzi-81;p=giovanni;n=dei crescenzi,,,,
Q147893,Crescentius the Elder,,Q320414,6000000091605379281,,p=crescentius;n=dei crescenzi,,,,
Q147895,Sergius III,,Q172424,,,447585;I00442508;Rome-210;p=sergio;n=di benedetto,,,,
Q147897,Fromond II de Sens,,Q3088386,,,I00020662;Sens-8;p=fromond;n=de sens;oc=2,,,,
Q147899,Albo (?),,Q76101984,,,p53187.htm#i531864,,,,
Q147902,Varda,,Q61466061,,,I00215849,,,,
Q147904,Maria Maniakes,,Q125542279,,,,,,,
Q147906,Stephen I of Constantinople,,Q1269166,6000000075250062120,,Stephen_I_of_Constantinople_(1),,,,
Q147908,Constantine (son of Basil I),,Q17322879,,,I00270659,,,,
Q147910,Inger Martinakios,,Q116471974,,,I00270653,,,,
Q147912,Fulk of Reims,,Q512325,,,p=fulco;n=.,,,,
Q147916,Gottfried II Graf von Nellenburg,,Q76300081,,,p67272.htm#i672719,,,,
Q147918,Gisela (?),,Q76298637,,,p67167.htm#i671664,,,,
Q147920,Eberhard von Nellenburg,,Q76300055,,,p67270.htm#i672699,,,,
Q147922,Miles de Châtillon,,Q10330024,6000000009305003559,,306150;I00027537;Châtillon-27;Milo_Chatillon_(1);p=miles;n=de chatillon,,,,
Q147924,Urban II,,Q30578,,,I00027538;Urban_Unknown_(1);p=eudes;n=de chatillon;8200559,,,,
Q147926,Hucpold,,Q97649569,,,,,,,
Q147928,Burkhard Graf von Veringen und Helferstein,,Q76300688,,,p67320.htm#i673194,,,,
Q147930,Heinrich von Geroldseck,,Q76299762,,,p67245.htm#i672450,,,,
Q147932,Marquard I Graf von Alshausen,,Q62691886,,,p67216.htm#i672152,,,,
Q147934,Berchtold von Nellenburg,,Q76300041,,,p67269.htm#i672689,,,,
Q147936,Eberhard I Gräfin von Nellenburg,,Q76300059,,,p67271.htm#i672702,,,,
Q147938,Heinrich von Nellenburg,,Q76300085,,,p67273.htm#i672722,,,,
Q147940,Willibirg Gräfin von Nellenburg,,Q76300116,,,p67275.htm#i672744;p=wilibrige;n=von tretten,,,,
Q147942,Wolfrad von Nellenburg,,Q76300118,,,,,,,
Q147944,Ulrich Graf von Veringen,,Q76300678,,,p67319.htm#i673187,,,,
Q147946,Berchum von Veringen,,Q76300698,,,p67320.htm#i673200,,,,
Q147948,Theodorich von Veringen,,Q76300748,,,p67324.htm#i673235,,,,
Q14795,Kanroji Kanenaga,,Q17990298,,,,,,,
Q147950,Marquard II Graf von Veringen,,Q76300730,,,p67323.htm#i673223,,,,
Q147952,Willibirg von Veringen,,Q110571204,,,I00108783,,,,
Q147954,Alathildis von Veringen,,Q76300690,,,I00108930;p67320.htm#i673195,,,,
Q147956,Matrei Gräfin von Veringen,,Q76300732,,,p67323.htm#i673224,,,,
Q147958,Wolfrad VII der Ältere Graf von Veringen,,Q76300765,,,p67325.htm#i673247,,,,
Q147960,NN von Veringen,,Q76300039,,,I00197480;Veringen-1;p67269.htm#i672687;p=ne;n=von veringen,,,,
Q147962,Eberhard IX Graf von Nellenburg,,Q76300067,,,p67271.htm#i672709,,,,
Q147964,"Eberhard I, Count of Kirchberg",,Q59421454,,,I00112640;p67258.htm#i672573,,,,
Q147966,NN,,Q99210489,,,I00434191;p=ne;n=n;oc=14305,,,,
Q147968,Adelburg von Nellenburg,,Q76300038,,,p67269.htm#i672686,,,,
Q147970,Manegold IV von Nellenburg-Veringen,,Q61139384,,,1248365;I00174758;Of_Nellenburg-3;p67276.htm#i672752;p=manegold;n=von nellenburg,,,,
Q147972,Friedrich von Wangen,,Q76300795,,,p67328.htm#i673271,,,,
Q147974,Clementia of Kyburg,,Q110570675,,,I00108803;Kyburg-11;p=clementa;n=von kyburg,,,,
Q147976,"Hugo, Count of Werdenberg-Heiligenberg",,Q18625792,,,828900;I00106408;Hugo_von_Werdenberg_(1);p=hugo;n=von montfort;oc=10,,,,
Q147978,"Hartmann, Count of Werdenberg-Sargans (d.1271)",,Q1587290,,,I00108807;Werdenberg-Sargans-5;p64708.htm#i647074;p=hartmann;n=von montfort,,,,
Q147980,Elisabeth of Burgau,,Q110378098,,,913486;I00107925;Von_Burgau-1;p=elisabeth;n=von burgau,,,,
Q147982,"Hugo, Count of Montfort-Tettnang (d.1309)",,Q93520931,,,913483;I00107922;p=hugo;n=von montfort;oc=8,,,,
Q147984,"Ulrich, Count of Montfort-Bregenz (d.1287)",,Q66115749,,,I00109239;p=ulrich;n=von montfort;oc=3,,,,
Q147986,Frederick of Montfort,,Q1463894,,,,,,,
Q147988,"Rudolph, Count of Montfort-Feldkirch (d.1302)",,Q2173035,,,913493;I00112574;Montfort-Feldkirch-2;p=rudolf;n=von montfort,,,,
Q147990,Conrad II of Dhaun,,Q61141012,,,I00164597;Wildgraf-1;p=konrad;n=von kyrburg,,,,
Q147992,Gisela von Saarbrücken,,Q116004942,,,I00164598;Saarbrücken-15;p=gisela;n=von saarbrucken,,,,
Q147994,Sigebert IV,,Q63030114,,,I00200750,,,,
Q147996,Adelheid von Rixingen,,Q108838900,,,I00200751,,,,
Q147998,Ormunda von Vinstingen,,Q110603927,,,I00164704;p=ormunda;n=von vinstingen,,,,
Q148000,"Friedrich I, Wildgraf von Kirburg",,Q110153590,,,I00107615;p=friedrich;n=von kyrburg,,,,
Q148002,Anna of Kyrburg,,Q116032854,,,I00118962;p=anna;n=von kyrburg,,,,
Q148003,Gertrud von Dicke,,Q76299649,,,I00200741;p67235.htm#i672350;p=gertrud;n=von dicke,,,,
Q148004,Bertha von Rappoltstein,,Q76300207,,,I00200742;p67283.htm#i672827;p=bertha;n=von rappoltstein,,,,
Q148005,"Johann, Landgraf im Elsass",,Q64854641,,,I00650233;p=johann;n=von werd,,,,
Q148006,Susanna of Werd,,Q116005603,,,913526;I00650239;Werde-1;p=susanna;n=von werd,,,,
Q148007,"Ulrich, Landvogt im Elsass",,Q60617549,,,I00200417;p=ulrich;n=von werd,,,,
Q148008,Philipp II.,,Q23060885,,,I00125296;p=philipp;n=von falkenstein;oc=3,,,,
Q148009,Isengard von Falkenstein,,Q116004862,,,I00198151,,,,
Q148010,Philipp IV Graf von Falkenstein-Bolanden,,Q23060905,6000000003827158601,,I00026950;p147.htm#i1468;p=philipp;n=von+falkenstein;oc=2,,,,
Q148011,Ulrich I.,,Q23060901,,,,,,,
Q148012,Gisela of Falkenstein,,Q55532237,,,I00026152,,,,
Q148013,Gottfried of Hohenloe-Brownneck,,Q55531266,,,p11717.htm#i117169,,,,
Q148014,Heinrich von Schmidtburg,,Q119798548,,,,,,,
Q148015,Aspar,,Q361276,6000000007155293220,,168550;Aspar_(1),,,,
Q148016,Ealdred of Northumbria,,Q931900,,,970666;I00435082;Eadwulf-3;p15034.htm#i150337;Ealdred_Unknown_(1);p=alfred;n=of bamburgh,,,,
Q148017,William de Swinton,,Q76186271,,,p58995.htm#i589946,,,,
Q148018,Adam de Swinton,,Q76186272,,,p58995.htm#i589947,,,,
Q148019,John de Swinton,,Q76186275,,,p58995.htm#i589948,,,,
Q148020,Sir Ernulf de Swinton,,Q76186279,,,De_Swinton-3;p58996.htm#i589951,,,,
Q148021,Hippoclus,,Q2406006,,,,,,,
Q148022,Rhescuporis I,,Q2713411,,,401258,,,,
Q148023,Alexander the Alabarch,,Q1243557,,,,,,,
Q148024,Tiberius Julius Alexander,,Q361357,,,,,,,
Q148025,Tiberius Julius Rhoemetalces,,Q3071926,,,401212;I00736386,,,,
Q148026,Tiberius Julius Eupator,,Q3060389,,,401210;I00736387;alvin-person:51960,,,,
Q148027,Lucius Julius Libo,,Q324602,6000000003051250763,,86116,,,,
Q148028,Servius Cornelius Sulla,,Q4416740,,,,,,,
Q148029,Sextus Nonius Sufenas,,Q3480956,,,,,,,
Q14803,Nakanoin Michiuji,,Q20041847,,,,,,,
Q148030,Gnaeus Domitius Ahenobarbus,,Q708263,,,167466;I00735891;Gnaeus_Domitius_Ahenobarbus_(consul_192_BC)_(1),,,,
Q148031,Gnaeus Domitius Ahenobarbus,,Q12096298,,,,,,,
Q148032,Gnaeus Servilius Caepio,,Q446819,,,I00801014,,,,
Q148033,Quintus Fabius Maximus Eburnus,,Q720844,,,I00801023,,,,
Q148034,Marcus Claudius Marcellus Aeserninus,,Q21517620,,,,,,,
Q148035,Marcus Claudius Marcellus,,Q502900,,,165702;I00738416,,,,
Q148036,Gaius Claudius Marcellus Major,,Q710489,,,I00738417,,,,
Q148037,Gnaeus Cornelius Lentulus,,Q943702,,,1465094,,,,
Q148038,Publius Cornelius Dolabella,,Q721938,,,,,,,
Q148039,Gnaeus Cornelius Lentulus Clodianus,,Q1496986,,,1465096,,,,
Q14804,Takatsukasa Fuyumichi,kugyo or highest-ranking Japanese court noble of the Muromachi period,Q3514221,,,804565,,,,
Q148040,Gaius Sulpicius Galba,,Q3656115,,,I00735897,,,,
Q148041,Gaius Sulpicius Galba,,Q730479,,,,,,,
Q148042,Lucius Cornelius Lentulus Caudinus,,Q1371755,,,1465137,,,,
Q148043,Publius Cornelius Lentulus Caudinus,,Q2005427,,,1465140,,,,
Q148044,Gnaeus Cornelius Lentulus,,Q947137,,,1465098,,,,
Q148045,Lucius Cornelius Lentulus Lupus,,Q1873583,,,1465144,,,,
Q148046,Lucius Cornelius Lentulus,,Q12129786,,,1465141,,,,
Q148047,Publius Cornelius Lentulus Caudinus,,Q2116456,,,1465136,,,,
Q148048,Publius Sempronius Tuditanus,,Q935520,,,,,,,
Q148049,Quinta Claudia,,Q441818,,,,,,,
Q148050,Appius Claudius,,Q5759145,,,,,,,
Q148051,Pacuvius Calavius,,Q7123156,,,,,,,
Q148052,Calavia,,Q106042353,,,,,,,
Q148053,Tiberius Sempronius Gracchus,,Q561677,,,,,,,
Q148054,Publius Sempronius Gracchus,,Q11033918,,,,,,,
Q148055,Tiberius Sempronius Gracchus,,Q20101780,,,,,,,
Q148056,Tiberius Veturius Gracchus Sempronianus,,Q20102191,,,,,,,
Q148057,Scipio Africanus,,Q2253,6000000005944438076,,559905;I00735495;Scipio_Africanus_(1),,,,
Q148058,Aemilia Tertia,,Q380862,6000000001416347026,,I00735496;Aemilia_Tertia_(1),,,,
Q148059,Publius Cornelius Scipio,,Q1241388,,,559909,,,,
Q148060,Lucius Cornelius Scipio,,Q1680048,,,I00735990;Lucius_Cornelius_Scipio_(praetor)_(1),,,,
Q148061,Cornelia Africana Major,,Q5171151,6000000001412420076,,I00735584;Cornelia_Africana_Major_(1),,,,
Q148062,Gnaeus Cornelius Scipio,,Q11934195,,,,,,,
Q148063,Scipio Aemilianus,,Q2307,6000000041217707007,,I00735625;Scipio_Aemilianus_(1),,,,
Q148064,Lucius Marcius Philippus,,Q20005235,,,,,,,
Q148065,Lucius Caecilius Metellus,,Q359810,6000000012691639866,,412199;I00733977;Lucius_Caecilius_Metellus_(consul_251_BC)_(1),,,,
Q148066,Marcus Caecilius Metellus,,Q897091,,,I00735440,,,,
Q148067,Lucius Caecilius Metellus,,Q1159587,,,I00735439,,,,
Q148068,Marcus Servilius,,Q31193394,,,,,,,
Q148069,Publius Servilius Vatia Isauricus,,Q521460,,,1465022;I00735459,,,,
Q148070,Servilius Vatia,,Q11024933,,,1465091,,,,
Q148071,Publius Cornelius Scipio Nasica Serapio,,Q285755,,,I00735585;Publius_Cornelius_Scipio_Nasica_Serapio_(consul_138_BC)_(1),,,,
Q148072,Titus Manlius Torquatus,,Q107297026,,,,,,,
Q148073,Manlia,,Q114804117,,,,,,,
Q148074,Torquata,,Q114804326,,,,,,,
Q148075,Gnaeus Octavius,,Q1289292,,,,,,,
Q148076,Marcus Junius Brutus,,Q5996354,,,1464980,,,,
Q148077,Gaius Cassius Longinus,,Q207370,,,1010724|933367;I00716805;Gaius_Cassius_Longinus_(1);alvin-person:25740,,,,
Q148078,Cassius,,Q111288376,,,I00801062,,,,
Q148079,Publius Servilius Vatia,,Q111287849,,,,,,,
Q14808,Saionji Sanenaga,,Q7223426,,,,,,,
Q148080,Gaius Licinius Lucullus,,Q11016959,,,,,,,
Q148081,Quintus Plautius,,Q1225685,,,,,,,
Q148082,Sextia,,Q111419713,,,,,,,
Q148083,Aulus Plautius,,Q12290743,,,,,,,
Q148084,Aulus Plautius,,Q351771,,,I00736088,,,,
Q148085,Lucius Aelius Lamia,,Q1873521,,,,,,,
Q148086,Publius Helvidius Priscus,,Q107588135,,,,,,,
Q148087,Helvidia Priscilla,,Q107588243,,,,,,,
Q148088,Gnaeus Octavius,,Q1232914,,,,,,,
Q148089,Quintus Fabius Maximus Allobrogicus,,Q11944257,,,I00735629,,,,
Q14809,Daughter of Prince Saionji,empress of emperor chokei,Q11627450,,,,,,,
Q148090,Marcus Titius,,Q947630,,,,,,,
Q148091,Marcus Junius Silanus Lutatius Catulus,,Q4281824,,,,,,,
Q148092,Cossus Cornelius Lentulus Gaetulicus,,Q548539,,,,,,,
Q148093,Tullia,,Q256316,,,I00800995,,,,
