id,translation,label_en
Q36660, Daughter of Tago Tadashige (wife of Amago Kunihisa), Duo Hu Zhong Zhong Noniang (ni Zi Guo Jiu Nozheng Shi) )
Q36676, Daughter of Amago Kunihisa (wife of Shinji Tsuneyoshi), Ni Zi Guo Jiu Noniang (rou Dao Jing Qing Noqi)
Q36681, Daughter of Amago Kunihisa (wife of Yuhara Nobutsuna), Ni Zi Guo Jiu Noniang (tang Yuan Xin Gang Noqi)
Q36689, Daughter of Wazuka Yakata (wife of Isshiki Harutomo), He Shu Wu Xing Noniang (yi Se Qing Ju Noqi)
Q36741, Daughter of Mizutani Masamura (wife of Yuki Harutomo), Shui Gu Zheng Cun Noniang (jie Cheng Qing Zhao Nozheng Shi)
Q36797, Daughter of Saionji Kintomo (wife of Matsuki Munemitsu), Xi Yuan Si Gong Zhao Noniang (song Mu Zong Man Noqi) )
Q36805, Daughter of Tsumori Kunishige (wife of Hino Terusuke), Jin Shou Guo Fan Noniang (ri Ye Hui Zi Noqi )
Q36821, Kazanin Sadanori (Leader of the Left Guard), Hua Shan Yuan Ding Jiao (zuo Jin Wei Zhong Jiang )
Q36849, Daughter of Atago Michiharu (wife of Ito Suketaka), Ai Dang Tong Qing Noniang (yi Dong You Long Nozheng Shi )
Q36856, Takeuchi Ayako (Viscountess) , Zhu Nei Xuan Zi (zi Jue Fu Ren ) 
Q36885, Nobumasa (Honganji Temple), Xuan Zheng (ben Yuan Si )
Q36905, Ryushoin (wife of Shiokawa Kunimitsu), Long Zhao Yuan (yan Chuan Guo Man Noqi )
Q36914, daughter of Mori Kanenari (wife of Masuda Nagamori), Sen Ke Cheng Noniang (zeng Tian Chang Sheng Noqi)
Q36934, daughter of Yotsutsuji Sanenaka (mother of Yotsutsuji Sueto), Si Sip Shi Zhong Noniang (si Sip Ji Yuan Nomu)
Q36954, adopted daughter of Kamireizei Tamekazu (wife of Shigenoi Suekuni), Shang Leng Quan Wei He Noyang Nu (zi Ye Jing Ji Guo Noqi)
Q37001, rice (wife of Hirohashi Taneyasu) , Mi (guang Qiao Yin Bao Nojia Nu Fang) 
Q37034, daughter of Sakuma Masakatsu (wife of Oda Sadaoki), Zuo Jiu Jian Zheng Sheng Noniang (zhi Tian Zhen Zhi Nozheng Shi) )
Q37107, daughter of Yoshida Kaneji (wife of Ano Saneaki), Ji Tian Jian Zhi Noniang (a.k.a. Ye Shi Xian Noqi )
Q37111, daughter of Gao Li Takanaga (wife of Ano Sanefuji), Gao Li Long Chang Noniang (a.k.a. Ye Shi Teng Noqi )
Q37151, daughter of Asakura Noriyoshi (wife of Oda Hisanaga), Zhao Cang Jiao Jing Noniang (zhi Tian Jiu Chang Nozheng Shi )
Q37175, daughter of Iio Naokiyo (wife of Hasegawa Shuichi), Fan Wei Shang Qing Noniang (chang Gu Chuan Xiu Yi Noqi )
Q37191, Niwa Choji (a hatamoto), Dan Yu Chang Ci (qi Ben )
Q37218, daughter of Shimoma Yoriryu (wife of Hioki Tadatoshi), Xia Jian Lai Long Noniang (ri Zhi Zhong Jun Noqi)
Q37222, daughter of Shimotsuma Yoriryu (wife of Takebe Mitsushige), Xia Jian Lai Long Noniang (jian Bu Guang Zhong Noqi)
Q37226, daughter of Shimotsuma Yoriryu (wife of Tokunaga Masashige), Xia Jian Lai Long Noniang (de Yong Chang Zhong Nozheng Shi)
Q37230, daughter of Shimotsuma Yoriryu (wife of Niwa Yukimoto), Xia Jian Lai Long Noniang (dan Yu Xing Yuan Noqi)
Q37242, daughter of Sono Motonori (wife of Yanagiwara Shigemitsu), Yuan Ji Ren Noniang (liu Yuan Mao Guang Noqi)
Q37326, daughter of Misawa Munenao (wife of Date Muraki), San Ze Zong Zhi Noniang (yi Da Cun Xing Nozheng Shi) )
Q37330, Choshoin (wife of Date Yoshimura), Chang Song Yuan (yi Da Ji Cun Zheng Shi)
Q37354, Daughter of Koori Munenori (wife of Ishimoda Kageyori), Sang Zhe Zong Chang Noniang (shi Mu Tian Jing Lai Zheng Shi)
Q37358, Gekkoin (wife of Watari Motonori), Yue Guang Yuan (gen Li Yuan Zong Nozheng Shi)
Q37382, Daughter of Higashizono Motokata (wife of Kyogoku Takazumi), Dong Yuan Ji Xian Noniang (jing Ji Gao Zhu Nozheng Shi)
Q37386, Daughter of Higashizono Motokata (wife of Prince Shirakawa Masamitsu), Dong Yuan Ji Xian Noniang (bai Chuan Ya Guang Wang Noqi)
Q37407, Hokoin (wife of Maeda Toshimichi), Bao Guang Yuan (qian Tian Li Dao Nozheng Shi)
Q37411, Maeda Yuki (wife of Todo Takamasa), Qian Tian Xing (teng Tang Gao Ya Nozheng Shi)
Q37435, daughter of Kanjuji Mitsutoyo (wife of Kanjuji Tsunehiro), Quan Xiu Si Guang Li Noniang (quan Xiu Si Jing Guang Noqi)
Q37439, daughter of Matsukura Shigemasa (wife of Boshiro Toshimasa), Song Cang Zhong Zheng Noniang (fang Cheng Jun Chang Noqi)
Q37471, daughter of Mori Naritake (wife of Hamuro Yoritaka), Mao Li Jiu Long Noniang (xie Shi Lai Xiao Noqi)
Q37507, daughter of Banri no Korefusa (wife of Prince Fushiminomiya Sadayasu), Mo Li Xiao Lu Wei Fang Noniang (fu Jian Gong Zhen Kang Qin Wang Noyu Xi Suo)
Q37519, daughter of Gamō Hidetsuna (wife of Gamō Sadahide), Pu Sheng Xiu Gang Noniang (pu Sheng Zhen Xiu Nozheng Shi)
Q37527, Jishoin (concubine of Nanbu Nobunao), Ci Zhao Yuan (nan Bu Xin Zhi Nohou Shi)
Q37531, Senjuin (concubine of Nanbu Toshinao), Xian Shou Yuan (nan Bu Li Zhi Noce Shi)
Q37558, daughter of Andō Shigenaga (wife of Niwa Mitsushige), An Teng Zhong Chang Noniang (dan Yu Guang Zhong Zheng Shi)
Q37598, daughter of Inagaki Shigetsuna (wife of Honda Tadaaki), Dao Yuan Zhong Gang Noniang (ben Duo Zhong Xiang Nozheng Shi) )
Q37646, Daughter of Uemura Kasei (wife of Abe Nobuyuki), Zhi Cun Jia Zheng Noniang (an Bu Xin Zhi Nozheng Shi)
Q37658, Seikakuin (wife of Matsushita Shigetsuna), Xing Jue Yuan (song Xia Zhong Gang Nozheng Shi)
Q37678, Shige MatsuuraDaughter of Nobu (second wife of Matsudaira Norimasa), Song Pu Zhong Xin Noniang (song Ping Cheng Zheng Noji Shi)
Q37690, Daughter of Saito Nagazane (wife of Tsukushi Hirokado), Zhai Teng Chang Shi Noniang (zhu Zi Guang Men Noqi)
Q37698, Yofukuin (wife of Tachibana Naotsugu), Yang Fu Yuan (li Hua Zhi Ci Nozheng Shi)
Q37718, Ozeki Takamasu (Edo period), Da Guan Gao Zeng (jiang Hu Shi Dai)
Q37746, Daughter of Okabe Yukitaka (wife of Arima Seishun), Gang Bu Xing Long Noniang (you Ma Qing Chun Nozheng Shi)
Q37750, Daughter of Mori Naritake (wife of Okabe Takanari), Mao Li Jiu Long Noniang (gang Bu Gao Cheng Noqi) )
Q37799, Houn-in (concubine of Yamauchi Toyomasa), Fa Yun Yuan (shan Nei Li Chang Noce Shi)
Q37823, daughter of Naito Tadaoki (wife of Hijikata Yuji), Nei Teng Zhong Xing Noniang (tu Fang Xiong Ci Nozheng Shi)
Q37827, daughter of Naito Tadaoki (wife of Hondō Shinei), Nei Teng Zhong Xing Noniang (ben Tang Qin Rong Nozheng Shi)
Q37847, Eikyu-in (wife of Abe Masazane), Rong Jiu Yuan (a Bu Zheng Zhen Nozheng Shi)
Q37851, Tokusō-in (wife of Abe Masazane), De Xiang Yuan (a Bu Zheng Xing Nozheng Shi)
Q37855, daughter of Abe Masazane (wife of Toda Mitsukuni), A Bu Zheng Zhen Noniang (hu Tian Guang Bang Nozheng Shi)
Q37861, Oshikoji no Tsubone (Lady-in-Law of Prince Fushimi Sadatake) , Ya Xiao Lu Ju (fu Jian Gong Zhen Jing Qin Wang Nojia Nu Fang) 
Q37867, Daughter of Akiyama Torashige (wife of Akiyama Masaaki), Qiu Shan Hu Fan Noniang (qiu Shan Chang Quan Noqi)
Q37899, Ryusen-in (Eleventh daughter of Itakura Shigemune), Long Quan Yuan (ban Cang Zhong Zong Noshi Yi Nu)
Q37915, Daughter of Honda Yasuyoshi (wife of Honda Yasufumi), Ben Duo Kang Qing Noniang (ben Duo Kang Wen Nozheng Shi)
Q37996, Ogasawara Nagataka (Ogasawara clan of Shinano), Xiao Li Yuan Chang Long (xin Nong Xiao Li Yuan Shi)
Q38000, Jikoin (wife of Hasegawa Iemasa), Ci Guang Yuan (feng Xu He Jia Zheng Nozheng Shi)
Q38020, Daughter of Inagaki Shigetsuna (wife of Sanada Nobumasa), Dao Yuan Zhong Gang Noniang (zhen Tian Xin Zheng Nozheng Shi)
Q38024, Daughter of Sanada Nobumasa (wife of Toyama Masaaki), Zhen Tian Xin Zheng Noniang (yuan Shan Zheng Liang Nozheng Shi)
Q38028, Daughter of Sanada Nobumasa (second wife of Koide Arishige), Zhen Tian Xin Zheng Noniang (xiao Chu You Zhong Noji Shi)
Q38032, Daughter of Sanada Nobumasa (wife of Toki Yorinaga), Zhen Tian Xin Zheng Noniang (tu Qi Lai Chang Nozheng Shi)
Q38044, daughter of Yasutomi Tokuen (wife of Arima Yoshisada), An Fu De Yuan Noniang (you Ma Yi Zhen Nozheng Shi)
Q38176, daughter of Kuzuoka Genchu (wife of Nishinotoin Tokiyoshi), Ge Gang Xuan Zhong Noniang (xi Dong Yuan Shi Qing Nozheng Shi)
Q38184, daughter of Takakura Eisuke (wife of Minase Ujinari), Gao Cang Yong Xiang Noniang (shui Wu Lai Shi Cheng Noqi)
Q38192, daughter of Minase Ujinari (wife of Kanroji Tsugunaga), Shui Wu Lai Shi Cheng Noniang (gan Lu Si Si Chang Noqi)
Q38205, daughter of Matsudaira Noriyoshi (wife of Masuyama Masatoshi), Song Ping Cheng Shou Noniang (zeng Shan Zheng Li Nozheng Shi)
Q38213, daughter of Hotta Masamoto (wife of Shirasu Masayasu), Ku Tian Zheng Yuan Noniang (bai Xu Zheng Xiu Noqi)
Q38225, daughter of Seikanji Hisafusa (wife of Kanshuji Yintaka), Qing Xian Si Xi Fang Noniang (quan Xiu Si Yin Long Noqi)
Q38245, daughter of Karasuma Mitsuyasu (wife of Hirohashi Kunimitsu), Wu Wan Guang Kang Noniang (guang Qiao Guo Guang Noqi)
Q38249, daughter of Karasuma Mitsuyasu (wife of Masayoshimachi Suehide), Wu Wan Guang Kang Noniang (zheng Qin Ting Ji Xiu Nozheng Shi)
Q38253, daughter of Karasuma Mitsuyasu (wife of Gojo Tametsune), Wu Wan Guang Kang Noniang (wu Tiao Wei Jing Noqi)
Q38257, daughter of Karasuma Mitsuyasu (wife of Hirohashi Kanekatsu), Wu Wan Guang Kang Noniang (guang Qiao Jian Sheng Noqi)
Q38261, daughter of Murakami Yorikatsu (wife of Toda Naiki later wife of Oda Tadatsu), Cun Shang Lai Sheng Noniang (hu Tian Nei Ji Nozheng Shi Nochizhi Tian Zhong Chen Noqi)
Q38265, daughter of Seikanji Kyobo (wife of Karasuma Sukeyoshi), Qing Xian Si Gong Fang Noniang (wu Wan Zi Qing Nozheng Shi)
Q38273, daughter of Karasuma Sukeyoshi (wife of Shichijo Takatoyo), Wu Wan Zi Qing Noniang (qi Tiao Long Li Noqi)
Q38277, daughter of Inaba Kagemichi (Wife of Uramatsu Sukekiyo), Dao Xie Jing Tong Noniang (li Song Zi Qing Noqi)
Q38305, Daughter of Sanjonishi Kinkatsu (wife of Hirohashi Suimitsu), San Tiao Xi Gong Sheng Noniang (guang Qiao Sui Guang Noqi)
Q38325, Adopted daughter of Naito Tadaoki (wife of Suwa Tadaharu), Nei Teng Zhong Xing Noyang Nu (zou Fang Zhong Qing Nozheng Shi)
Q38337, Daughter of Mori Nagatsugu (wife of Torii Tadanori), Sen Chang Ji Noniang (niao Ju Zhong Ze Nozheng Shi)
Q38345, Daughter of Mori Nagatsugu (wife of Matsudaira Yasuo), Sen Chang Ji Noniang (song Ping Kang Xiong Nozheng Shi)
Q38365, Full-time (monk), Chang Qin (seng )
Q38377, Meikyoin (wife of Satake Yoshimichi), Ming Jing Yuan (zuo Zhu Yi Dao Nozheng Shi)
Q38400, Toyo (wife of Hirohashi Inayasu) , Li (guang Qiao Yin Bao Nojia Nu Fang) 
Q38477, Shozenin (concubine of Date Munemura), Xing Shan Yuan (yi Da Zong Cun Ce Shi)
Q38489, Murakami (concubine of Ikeda Shigehiro), Cun Shang Shi (chi Tian Zhong Kuan Noce Shi)
Q38505, daughter of Matsudaira Tadamasa (wife of Matsudaira Takemoto), Song Ping Zhong Ya Noniang (song Ping Wu Yuan Nozheng Shi)
Q38510, daughter of Matsudaira Tadamasa (wife of Sanada Yukiaki), Song Ping Zhong Ya Noniang (zhen Tian Xing Quan Nozheng Shi)
Q38514, Kosoin (wife of Mori Masanae), Guang Xiang Yuan (mao Li Zheng Miao Nozheng Shi)
Q38522, Shishido Motoie (eldest son of Shishido Gengen), Rou Hu Yuan Jia (rou Hu Yuan Yuan Nodi Zi)
Q38526, Daughter of Yamauchi Naomichi (wife of Shishido Motoie wife of Ma Lai Jinggang) Shan Nei Zhi Tong Noniang (rou Hu Yuan Jia Noqi, Ma Lai Cheng Gang Noqi)
Q38538, Daughter of Sasae Motoyoshi (wife of Shishido Motomasa), Zuo Shi Yuan Jia Noniang (rou Hu Yuan Zhen Noqi)
Q38542, Musa (wet nurse of Tokugawa Yorifusa), Wu Zuo (de Chuan Lai Fang Ru Mu)
Q38546, daughter of Miki Yukitsugu (wife of Shigenoi Tokiyoshi), San Mu Zhi Ci Noniang (zi Ye Jing Ji Ji Noqi)
Q38550, daughter of Miki Yukitsugu (wife of Ito Tomoyoshi), San Mu Zhi Ci Noniang (yi Teng You Xuan Noqi)
Q38554, daughter of Horikawa Yasutane (wife of Higuchi Nobuyasu), Ku He Kang Yin Noniang (tong Kou Xin Kang Nozheng Shi)
Q38574, daughter of Honda Yasuyoshi (wife of Soma Takatane), Ben Duo Kang Qing Noniang (xiang Ma Zun Yin Nozheng Shi)
Q38606, Seikoin (wife of Mori Hirotoyo), Qing Guang Yuan (mao Li Guang Li Noqi) )
Q38642, Daughter of Honda Tadamichi (wife of Honda Tadahide later wife of Yoshida Yoshinobu), Ben Duo Zhong Tong Noniang (ben Duo Zhong Ying Nozheng Shi Nochiji Tian Liang Yan Noqi)
Q38646, Princess Kame (wife of Hosokawa Toshishige), Gui Ji (xi Chuan Li Zhong Nozheng Shi)
Q38650, Seiryoin (wife of Hosokawa Aritaka), Qing Liang Yuan (xi Chuan You Xiao Nozheng Shi)
Q38654, Adopted daughter of Hosokawa Tsunatoshi (wife of Kuga Koremichi), Xi Chuan Gang Li Noyang Nu (jiu Wo Wei Tong Noqi)
Q38658, Daughter of Okudaira Masaaki (wife of Akimoto Takafusa), Ao Ping Chang Zhang Noniang (qiu Yuan Qiao Fang) Nozheng Shi)
Q38686, daughter of Yoshiharu Horio (wife of Tadafusa Ishikawa), Ku Wei Ji Qing Noniang (shi Chuan Zhong Zong NozhengShi )
Q38690, Daughter of Maeda Gen'i (second wife of Ishikawa Tadatsugu), Qian Tian Xuan Yi Noniang (shi Chuan Zhong Zong Noji Shi )
Q38706, Eldest daughter of Matsunaga Hisahide (wife of Ise Sadatsugu), Song Yong Jiu Xiu Nochang Nu (yi Shi Zhen Liang Noqi )
Q38726, Seijuin (second wife of Iki Tadatsugu), Sheng Shou Yuan (yi Mu Zhong Ci Noji Shi )
Q38738, Asahina (wife of Ikeda Naganobu), Zhao Bi Nai Shi (chi Tian Chang Xin Noqi )
Q38778, Daughter of Kato Yasuyoshi (wife of Ikeda Nagahisa), Jia Teng Tai Yi Noniang (chi Tian Chang Jiu Nozheng Shi )
Q38782, Ikeda Nagataka (Katagiri Ikeda family), chi Tian Chang Qiao (pian Tong Chi Tian Jia)
Q38794, daughter of Sakuma Katsuyuki (wife of Akizuki Taneharu), Zuo Jiu Jian Sheng Zhi Noniang (qiu Yue Zhong Chun Nozheng Shi)
Q38798, Seishoin (wife of Tachibana Tanetsugu), Qing Zhang Yuan (li Hua Zhong Ci Nozheng Shi)
Q38802, daughter of Sakuma Katsuyuki (wife of Yamaguchi Shigetsune), Zuo Jiu Jian Sheng Zhi Noniang (shan Kou Zhong Heng Noqi)
Q38806, daughter of Sakuma Katsuyuki (wife of Okada Yoshimasa), Zuo Jiu Jian Sheng Zhi Noniang (gang Tian Shan Zheng Nozheng Shi)
Q38810, daughter of Sakuma Katsuyuki (Second wife of Shibata Katsushige), Zuo Jiu Jian Sheng Zhi Noniang (chai Tian Sheng Zhong Noji Shi)
Q38826, Tōdō Takayoshi (Tōdō Takumi family), Teng Tang Gao Yi (teng Tang Nei Jiang Jia)
Q38830, Daughter of Nishinotoin Tokiyoshi (wife of Anenokoji Kinkage), Xi Dong Yuan Shi Qing Noniang (zi Xiao Lu Gong Jing Noqi)
Q38850, Song Un-in (wife of Takahashi Shōun), Song Yun Yuan (gao Qiao Shao Yun Nozheng Shi)
Q38858, Daughter of Tōdō Tadataka (wife of Tōdō Torataka), Teng Tang Zhong Gao Noniang (teng Tang Hu Gao Nozheng Shi)
Q38862, Daughter of Miyazaki Ichirōzaemon (Tōdō Toraka's concubine), Gong Qi Yi Lang Zuo Wei Men Noniang (teng Tang Hu Gao Noce Shi)
Q38866, Tōdō Toraka's daughter (wife of Suzuki Yaemon), Teng Tang Hu Gao Noniang (ling Mu Mi You Wei Men Noqi)
Q38878, Tōdō Toraka's daughter (wife of Tōdō Takatsune), Teng Tang Hu Gao Noniang (teng Tang Gao Jing Noqi)
Q38882, Tōdō Toraka's daughter (wife of Tōdō Yoshitsune), Teng Tang Hu Gao Noniang (teng Tang Liang Lian Noqi)
Q38906, Tōdō Takatsugu's daughter (wife of Andō Shigeyuki), Teng Tang Gao Ci Noniang (an Teng Zhong Zhi Nozheng Shi)
Q38910, Tōdō Takatsugu's daughter (Wife of Senshuji Takaen), Teng Tang Gao Ci Noniang (zhuan Xiu Si Yao Yuan Noqi)
Q38918, Daughter of Senshuji Takahide (wife of Todo Takahiro), Zhuan Xiu Si Yao Xiu Noniang (teng Tang Gao Guang Noqi)
Q38958, Adopted daughter of Okubo Tadachika (wife of Yamaguchi Shigenobu), Da Jiu Bao Zhong Lin Noyang Nu (shan Kou Zhong Xin Nozheng Shi)
Q38962, Daughter of Tokunaga Masazumi (wife of Kanshuji Tsunehiro), De Yong Chang Chun Noniang (quan Xiu Si Jing Guang Noqi)
Q38966, Gekkoin (concubine of Wakisaka Yasumasa), Yue Guang Yuan (xie Ban An Zheng Noce Shi)
Q38986, Daughter of Ii Naoki (Ii Naotomo's wife), Jing Yi Zhi Xing Noniang (jing Yi Zhi Zhao Nozheng Shi)
Q38990, Ii Naoki's daughter (Abe Masataka's wife), Jing Yi Zhi Xing Noniang (a Bu Zheng Qiao Nozheng Shi)
Q39022, Inaba Norimichi's daughter (Suwa Tadatsune's wife), Dao Xie Dian Tong Noniang (zou Fang Zhong Heng Nozheng Shi)
Q39026, Toyama Tomotada's daughter (Yamamura Yoshikatsu's wife), Yuan Shan You Zhong Noniang (shan Cun Liang Sheng Noqi)
Q39038, Yoshihiro Chinnobu's daughter (Otomo Chikaie's wife), Ji Hong Zhen Xin Noniang (da You Qin Jia Noqi)
Q39058, Hosokawa Sumimoto's daughter (Wife of Hatakeyama Yoshitaka), Xi Chuan Cheng Yuan Noniang (cen Shan Yi Yao Nozheng Shi)
Q39062, Daughter of Hosokawa Sumimoto (Wife of Arima Shigenori), Xi Chuan Cheng Yuan Noniang (you Ma Zhong Ze Nozheng Shi)
Q39074, Daughter of Tsutsui Yoshiaki (Wife of Ido Yoshihiro), Tong Jing Shun Zhao Noniang (jing Hu Liang Hong Noqi)
Q39095, Fourth daughter of Chosokabe Motochika (Wife of Yoshimatsu Juemon), Chang Zong Wo Bu Yuan Qin Nosi Nu (ji Song Shi You Wei Men Nozheng Shi)
Q39099, Daughter of Chosokabe Nobuchika (Wife of Chosokabe Morichika), Chang Zong Wo Bu Xin Qin Noniang (chang Zong Wo Bu Sheng Qin Nozheng Shi) )
Q39119, Daughter of Inaba Kazumichi (wife of Mizoguchi Nobunao), Dao Xie Yi Tong Noniang (gou Kou Xuan Zhi Nozheng Shi)
Q39135, Daughter of Ikeda Nagamasa (wife of Araki Murashige), Chi Tian Chang Zheng Noniang (huang Mu Cun Zhong Nozheng Shi)
Q39143, Ido Kakuhiro (Warring States period), Jing Hu Jue Hong (zhan Guo Shi Dai)
Q39147, Daughter of Takahashi Hisamitsu (wife of Mori Okimoto), Gao Qiao Jiu Guang Noniang (mao Li Xing Yuan Nozheng Shi)
Q39254, Daughter of Wakebe Nobumasa (wife of Kawahira Saneaki), Fen Bu Xin Zheng Noniang (he Qi Shi Quan Noqi)
Q39278, Daughter of Hosokawa Yukimochi (Wife of Kume Yoshihiro), Xi Chuan Zhi Chi Noniang (jiu Mi Yi Guang Noqi)
Q39314, Daughter of Kanshuji Masaaki (wife of Hirohashi Kanehide), Quan Xiu Si Zheng Xian Noniang (guang Qiao Jian Xiu Noqi)
Q39342, Daughter of Ise Sadamitsu (wife of Takakura Nagaie), Yi Shi Zhen Lu Noniang (gao Cang Yong Jia Noqi)
Q39362, Hamuro Sadou (son of Hamuro Yorifusa), Xie Shi Ding Teng (xie Shi Lai Fang Nozi)
Q39366, Daughter of Hamuro Yorifusa (wife of Itsuji Nonaka), Xie Shi Lai Fang Noniang (wu Sip Zhi Zhong Noqi)
Q39378, Daughter of Hirohashi Kanehide (wife of Niwata Shigeyasu), Guang Qiao Jian Xiu Noniang (ting Tian Zhong Bao Noqi)
Q39386, daughter of Takakura Nagaie (wife of Hirohashi Kunimitsu), Gao Cang Yong Jia Noniang (guang Qiao Guo Guang Noqi)
Q39394, daughter of Matsunaga Hisahide (wife of Hineno Hirokatsu), Song Yong Jiu Xiu Noniang (ri Gen Ye Hong Sheng Noqi)
Q39398, daughter of Matsunaga Hisahide (wife of Takeuchi Nagaharu), Song Yong Jiu Xiu Noniang (zhu Nei Chang Zhi Noqi)
Q39406, daughter of Naito Hironori (wife of Naito Okimori), Nei Teng Hong Ju Noniang (nei Teng Xing Sheng Nozheng Shi)
Q39410, daughter of Naito Hironori (wife of Yoshimi Yorioki), Nei Teng Hong Ju Noniang (ji Jian Lai Xing Noqi) )
Q39418, Yoshimi Takayori's daughter (Naito Takaharu's wife), Ji Jian Long Lai Noniang (nei Teng Long Chun Nozheng Shi)
Q39430, Hosokawa Ujiyuki's sister (Akamatsu Harumasa's wife), Xi Chuan Shi Zhi Nozi Mei (chi Song Qing Zheng Noqi)
Q39442, Fujitani Tamejyo's daughter (Hanazono Kimiharu's wife), Teng Gu Wei Tiao Noniang (hua Yuan Gong Qing Noqi)
Q39446, Fujitani Tamejyo's daughter (Higashizono Motonaga's wife), Teng Gu Wei Tiao Noniang (dong Yuan Ji Chang Nozheng Shi)
Q39460, Ichijo Teruko (Prince Fushimi Sadakata's wife), 
Q39463, Daughter of Masayoshimachi Sanetyo (wife of Nakagawa Hisatada), Zheng Qin Ting Shi Li Noniang (zhong Chuan Jiu Zhong Nozheng Shi)
Q39464, Shinjuin (wife of Prince Fushiminomiya Sadakata) , Zhen Zhu Yuan (fu Jian Gong Zhen Jing Qin Wang Noqi) 
Q39471, Daughter of Ayakouji Takaari (wife of Sueyoshi Magozaemon), Ling Xiao Lu Gao You Noniang (mo Ji Sun Zuo Wei Men Noqi)
Q39491, Daughter of Bo Yi Xu (wife of Bo Moromitsu), Bo Yi Xu Noniang (bo Zhu Guang Noqi)
Q39500, Princess Takako (eleventh daughter of Prince Fushiminomiya Sadakata) , Long Zi Nu Wang (fu Jian Gong Zhen Jing Qin Wang Noshi Yi Nu) 
Q39511, Daughter of Ashina Morishige (wife of Yuki Yoshichika), Lu Ming Sheng Shi Noniang (jie Cheng Yi Qin Nozheng Shi)
Q39523, Hanged FieldYoshimune (eldest son of Kenda Toshimune), Xuan Tian Yi Zong (xuan Tian Jun Zong Nodi Nan)
Q39539, daughter of Kougenji Chisuke (wife of Seikanji Kyobo), Guang Yuan Si Zhi You Noniang (qing Xian Si Gong Fang Nozheng Shi)
Q39547, daughter of Seikanji Kyobo (wife of Tominosuke), Qing Xian Si Gong Fang Noniang (fu Xiao Lu Lai Zhi Noqi)
Q39572, daughter of Takatsuji Toyonaga (wife of Takatsuji Nagatsugu), Gao Sip Li Chang Noniang (gao Sip Chang Liang Noqi)
Q39580, daughter of Tsutsumi Terunaga (wife of Bojo Toshikiyo), Di Hui Chang Noniang (fang Cheng Jun Qing Noqi)
Q39588, daughter of Bojo Toshikiyo (Wife of Bojo Toshimasa), Fang Cheng Jun Qing Noniang (fang Cheng Jun Jiang Noqi)
Q39604, Daughter of Yao Hui (Wife of Gojo Tametsune), Yao Hui Noniang (wu Tiao Wei Jing Noqi)
Q39612, Daughter of Takakura Nagaatsu (Wife of Kiyooka Nagatoki), Gao Cang Yong Dun Noniang (qing Gang Chang Shi Noqi)
Q39640, Daughter of Nishinotoin Tokinari (Wife of Chiaki Sueshige), Xi Dong Yuan Shi Cheng Noniang (qian Qiu Ji Shou Noqi)
Q39660, Sister of Inui Awa Tomonaga (Wife of Kurahashi Yasuaki), Gan An Fang Zhi Chang Nomei (cang Qiao Tai Zhang Noqi)
Q39676, Daughter of Jimyoin Motohisa (Wife of Hagiwara Kanetsugu), Chi Ming Yuan Ji Jiu Noniang (qiu Yuan Jian Cong Noqi)
Q39688, daughter of Sonoike Sanemori (wife of Shigenoi Sanezen), Yuan Chi Shi Shou Noniang (zi Ye Jing Shi Quan Noqi)
Q39743, daughter of Uramatsu Ikkimitsu (wife of Washio Takatoshi), Li Song Yi Guang Noniang (jiu Wei Long Yin Noqi)
Q39751, daughter of Washio Takatoshi (wife of Ano Kimio), Jiu Wei Long Yin Noniang (a Ye Gong Xu Noqi)
Q39755, daughter of Hase Tadanobu (wife of Washio Takanaga), Chang Gu Zhong Neng Noniang (jiu Wei Long Chang Noqi)
Q39759, daughter of Sonoike Sanemori (wife of Yanagiwara Mitsutsuna), Yuan Chi Shi Shou Noniang (liu Yuan Guang) Gang Noqi)
Q39783, Daughter of Sanjonishi Kimifuku (wife of Masagimachi Sanjonishi Kimizumi), San Tiao Xi Gong Fu Noniang (zheng Qin Ting San Tiao Gong Ji Noqi)
Q39787, Daughter of Sanjonishi Kimifuku (wife of Shijonishi Takanori), San Tiao Xi Gong Fu Noniang (si Tiao Long Xu Noqi)
Q39795, Daughter of Saionji Kimitsu (legal wife of Kuga Tsuna), Xi Yuan Si Gong Man Noniang (jiu Wo Tong Ming Nozheng Shi)
Q39803, Daughter of Hanazono Sanemitsu (wife of Yoshida Kaneyoshi), Hua Yuan Shi Man Noniang (ji Tian Jian Jing Noqi)
Q39815, Daughter of Yoshida Kaneyoshi (wife of Higuchi Yasuhiro), Ji Tian Jian Jing Noniang (tong Kou Kang Xi) Noqi)
Q39819, daughter of Yoshida Kaneyoshi (wife of Uramatsu Masumitsu), Ji Tian Jian Jing Noniang (li Song Yi Guang Noqi)
Q39823, daughter of Yoshida Kaneyoshi (wife of Honami Harunobu), Ji Tian Jian Jing Noniang (sui Bo Qing Xuan Noqi)
Q39827, daughter of Yoshida Kaneyoshi (wife of Manri no Koji), Ji Tian Jian Jing Noniang (mo Li Xiao Lu Shang Fang Noqi)
Q39843, daughter of Sanjo Saneharu (wife of Ii Naomichi), San Tiao Shi Zhi Noniang (jing Yi Zhi Tong Nozheng Shi)
Q39847, daughter of Imadegawa Kinsen (wife of Imadegawa Masaki), Jin Chu Chuan Gong Quan Noniang (jin Chu Chuan Cheng Ji Nozheng) Shi)
